AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
31.0,9.0,9.0,9.0,5.0,6.0,9.0,9.0,9.0,6.0,6.0,6.0,3.0,1.0,1,Orioles,Home
33.0,6.0,9.0,6.0,6.0,3.0,15.0,8.0,9.0,9.0,9.0,5.0,6.0,3.0,0,Giants,Away
38.0,9.0,13.0,8.0,5.0,5.0,19.0,9.0,6.0,4.0,4.0,2.0,9.0,2.0,1,Pirates,Home
33.0,4.0,6.0,4.0,2.0,9.0,5.0,8.0,13.0,9.0,8.0,5.0,5.0,0.0,0,Brewers,Away
30.0,4.0,8.0,4.0,2.0,13.0,10.0,9.0,5.0,1.0,1.0,3.0,9.0,1.0,1,Yankees,Home
30.0,1.0,5.0,1.0,3.0,9.0,8.0,8.0,8.0,4.0,4.0,2.0,13.0,1.0,0,Red,Away
38.0,9.0,15.0,9.0,2.0,4.0,19.0,9.0,7.0,3.0,3.0,3.0,10.0,1.0,1,Reds,Home
32.0,3.0,7.0,3.0,3.0,10.0,10.0,8.0,15.0,9.0,7.0,2.0,4.0,1.0,0,Nationals,Away
31.0,3.0,4.0,2.0,3.0,9.0,9.0,9.0,10.0,5.0,5.0,3.0,7.0,0.0,0,Rays,Home
35.0,5.0,10.0,5.0,3.0,7.0,14.0,9.0,4.0,3.0,3.0,3.0,9.0,1.0,1,Twins,Away
31.0,2.0,7.0,2.0,1.0,4.0,8.0,9.0,11.0,8.0,7.0,3.0,15.0,4.0,0,Braves,Home
39.0,8.0,11.0,8.0,3.0,15.0,18.0,9.0,7.0,2.0,1.0,1.0,4.0,0.0,1,Tigers,Away
29.0,6.0,6.0,6.0,3.0,8.0,4.0,9.0,7.0,2.0,2.0,3.0,7.0,1.0,1,Rangers,Home
33.0,2.0,7.0,2.0,3.0,7.0,14.0,8.0,6.0,6.0,6.0,3.0,8.0,1.0,0,Royals,Away
35.0,6.0,10.0,4.0,1.0,8.0,20.0,9.0,9.0,1.0,1.0,1.0,8.0,1.0,1,White,Home
34.0,1.0,9.0,1.0,1.0,8.0,15.0,8.0,10.0,6.0,2.0,1.0,8.0,0.0,0,Indians,Away
30.0,2.0,5.0,2.0,5.0,9.0,10.0,10.0,6.0,1.0,1.0,4.0,6.0,0.0,1,Cardinals,Home
33.0,1.0,6.0,1.0,4.0,6.0,15.0,9.1,5.0,2.0,2.0,5.0,9.0,0.0,0,Cubs,Away
40.0,13.0,17.0,13.0,5.0,7.0,21.0,9.0,11.0,6.0,6.0,5.0,9.0,2.0,1,Rockies,Home
34.0,6.0,11.0,6.0,5.0,9.0,18.0,8.0,17.0,13.0,13.0,5.0,7.0,2.0,0,Blue,Away
35.0,4.0,8.0,4.0,2.0,9.0,12.0,9.0,13.0,5.0,5.0,3.0,8.0,0.0,0,D-backs,Home
37.0,5.0,13.0,5.0,3.0,8.0,18.0,9.0,8.0,4.0,4.0,2.0,9.0,2.0,1,Mets,Away
31.0,2.0,6.0,2.0,3.0,3.0,9.0,9.0,8.0,3.0,3.0,3.0,4.0,2.0,0,Athletics,Home
32.0,3.0,8.0,3.0,3.0,4.0,13.0,9.0,6.0,2.0,2.0,3.0,3.0,1.0,1,Astros,Away
35.0,6.0,12.0,6.0,1.0,7.0,10.0,9.0,5.0,3.0,3.0,2.0,9.0,1.0,1,Dodgers,Home
32.0,3.0,5.0,3.0,2.0,9.0,13.0,8.0,12.0,6.0,6.0,1.0,7.0,4.0,0,Phillies,Away
33.0,5.0,9.0,4.0,3.0,13.0,12.0,9.0,4.0,2.0,2.0,1.0,7.0,1.0,1,Padres,Home
32.0,2.0,4.0,2.0,1.0,7.0,9.0,8.0,9.0,5.0,5.0,3.0,13.0,3.0,0,Marlins,Away
28.0,4.0,5.0,4.0,1.0,10.0,2.0,9.0,6.0,3.0,3.0,3.0,4.0,2.0,1,Mariners,Home
32.0,3.0,6.0,3.0,3.0,4.0,6.0,8.0,5.0,4.0,4.0,1.0,10.0,2.0,0,Angels,Away
