AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
34.0,1.0,7.0,1.0,1.0,16.0,21.0,9.0,10.0,4.0,3.0,3.0,9.0,1.0,0,Braves,Home
39.0,4.0,10.0,4.0,3.0,9.0,26.0,9.0,7.0,1.0,1.0,1.0,16.0,1.0,1,D-backs,Away
30.0,4.0,8.0,4.0,5.0,12.0,20.0,9.0,5.0,2.0,2.0,1.0,11.0,0.0,1,Nationals,Home
31.0,2.0,5.0,2.0,1.0,11.0,9.0,8.0,8.0,4.0,4.0,5.0,12.0,1.0,0,Giants,Away
34.0,9.0,14.0,8.0,1.0,4.0,12.0,9.0,10.0,7.0,4.0,2.0,3.0,3.0,1,Tigers,Home
40.0,7.0,10.0,6.0,2.0,3.0,14.0,8.0,14.0,9.0,9.0,1.0,4.0,0.0,0,White,Away
35.0,4.0,8.0,4.0,3.0,9.0,13.0,9.0,9.0,7.0,7.0,1.0,6.0,3.0,0,Twins,Home
35.0,7.0,9.0,7.0,1.0,6.0,7.0,9.0,8.0,4.0,4.0,3.0,9.0,2.0,1,Blue,Away
30.0,1.0,4.0,1.0,3.0,10.0,12.0,9.0,11.0,6.0,6.0,1.0,14.0,2.0,0,Yankees,Home
36.0,6.0,11.0,6.0,1.0,14.0,10.0,9.0,4.0,1.0,1.0,3.0,10.0,0.0,1,Royals,Away
41.0,5.0,9.0,5.0,5.0,14.0,20.0,11.0,15.0,6.0,6.0,5.0,7.0,1.0,0,Rays,Home
45.0,6.0,15.0,6.0,5.0,7.0,20.0,11.0,9.0,5.0,5.0,5.0,14.0,2.0,1,Orioles,Away
31.0,1.0,5.0,1.0,2.0,12.0,6.0,9.0,6.0,3.0,3.0,4.0,5.0,2.0,0,Brewers,Home
30.0,3.0,6.0,3.0,4.0,5.0,8.0,9.0,5.0,1.0,1.0,2.0,12.0,1.0,1,Dodgers,Away
32.0,6.0,11.0,6.0,4.0,4.0,13.0,9.0,5.0,2.0,2.0,2.0,12.0,1.0,1,Rockies,Home
32.0,2.0,5.0,2.0,2.0,12.0,8.0,8.0,11.0,6.0,5.0,4.0,4.0,2.0,0,Phillies,Away
41.0,10.0,16.0,9.0,4.0,7.0,19.0,9.0,13.0,11.0,11.0,11.0,9.0,3.0,0,Angels,Home
40.0,11.0,13.0,11.0,11.0,9.0,29.0,9.0,16.0,10.0,10.0,4.0,7.0,2.0,1,Mariners,Away
30.0,1.0,6.0,1.0,2.0,13.0,16.0,9.0,5.0,4.0,4.0,1.0,7.0,3.0,0,Padres,Home
31.0,4.0,5.0,4.0,1.0,7.0,3.0,9.0,6.0,1.0,1.0,2.0,13.0,0.0,1,Reds,Away
