AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
29.0,0.0,2.0,0.0,3.0,9.0,8.0,9.0,12.0,10.0,10.0,5.0,8.0,3.0,0,Indians,Home
37.0,10.0,12.0,10.0,5.0,8.0,9.0,9.0,2.0,0.0,0.0,3.0,9.0,0.0,1,Mariners,Away
37.0,5.0,9.0,5.0,5.0,12.0,25.0,10.0,7.0,2.0,2.0,2.0,11.0,1.0,1,Tigers,Home
37.0,2.0,7.0,2.0,2.0,11.0,13.0,9.2,9.0,5.0,5.0,5.0,12.0,1.0,0,Royals,Away
35.0,1.0,6.0,1.0,2.0,7.0,12.0,10.0,6.0,3.0,3.0,4.0,9.0,1.0,0,Marlins,Home
34.0,3.0,6.0,3.0,4.0,9.0,14.0,10.0,6.0,1.0,1.0,2.0,7.0,0.0,1,Braves,Away
43.0,5.0,8.0,5.0,3.0,12.0,14.0,13.0,9.0,3.0,3.0,6.0,8.0,0.0,1,Pirates,Home
46.0,3.0,9.0,3.0,6.0,8.0,19.0,12.1,8.0,5.0,5.0,3.0,12.0,1.0,0,Athletics,Away
34.0,7.0,8.0,5.0,5.0,11.0,22.0,9.0,6.0,1.0,1.0,2.0,9.0,1.0,1,Phillies,Home
32.0,1.0,6.0,1.0,2.0,9.0,9.0,8.0,8.0,7.0,5.0,5.0,11.0,0.0,0,Nationals,Away
34.0,2.0,6.0,2.0,1.0,11.0,17.0,9.0,9.0,9.0,9.0,9.0,10.0,1.0,0,White,Home
33.0,9.0,9.0,9.0,9.0,10.0,14.0,9.0,6.0,2.0,2.0,1.0,11.0,2.0,1,Red,Away
27.0,3.0,5.0,3.0,1.0,8.0,10.0,9.0,6.0,2.0,2.0,1.0,9.0,1.0,1,Brewers,Home
31.0,2.0,6.0,2.0,1.0,9.0,8.0,8.0,5.0,3.0,3.0,1.0,8.0,1.0,0,Mets,Away
35.0,10.0,12.0,10.0,2.0,4.0,12.0,9.0,6.0,2.0,2.0,3.0,6.0,1.0,1,Rangers,Home
30.0,2.0,6.0,2.0,3.0,6.0,10.0,8.0,12.0,10.0,10.0,2.0,4.0,2.0,0,Blue,Away
32.0,8.0,10.0,8.0,2.0,4.0,9.0,9.0,11.0,7.0,7.0,2.0,10.0,2.0,1,Rockies,Home
38.0,7.0,11.0,7.0,2.0,10.0,16.0,8.0,10.0,8.0,7.0,2.0,4.0,0.0,0,D-backs,Away
26.0,4.0,6.0,3.0,6.0,11.0,14.0,8.0,4.0,1.0,1.0,4.0,10.0,0.0,1,Yankees,Home
28.0,1.0,4.0,1.0,4.0,10.0,11.0,7.0,6.0,4.0,3.0,6.0,11.0,1.0,0,Twins,Away
33.0,4.0,6.0,4.0,1.0,8.0,7.0,9.0,13.0,10.0,10.0,3.0,5.0,3.0,0,Angels,Home
38.0,10.0,13.0,10.0,3.0,5.0,14.0,9.0,6.0,4.0,4.0,1.0,8.0,3.0,1,Astros,Away
33.0,5.0,6.0,5.0,3.0,9.0,5.0,9.0,6.0,6.0,6.0,2.0,12.0,2.0,0,Reds,Home
31.0,6.0,6.0,6.0,2.0,12.0,5.0,9.0,6.0,5.0,5.0,3.0,9.0,4.0,1,Giants,Away
32.0,8.0,7.0,8.0,3.0,12.0,9.0,9.0,8.0,5.0,5.0,4.0,3.0,2.0,1,Padres,Home
33.0,5.0,8.0,5.0,4.0,3.0,12.0,8.2,7.0,8.0,8.0,3.0,12.0,2.0,0,Dodgers,Away
34.0,13.0,12.0,13.0,4.0,4.0,10.0,9.0,12.0,5.0,5.0,2.0,5.0,2.0,1,Cubs,Home
39.0,5.0,12.0,5.0,2.0,5.0,15.0,8.0,12.0,13.0,13.0,4.0,4.0,2.0,0,Cardinals,Away
