AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
32.0,9.0,9.0,9.0,6.0,6.0,10.0,9.0,8.0,5.0,5.0,3.0,11.0,1.0,1,Nationals,Home
35.0,5.0,8.0,5.0,3.0,11.0,18.0,8.0,9.0,9.0,9.0,6.0,6.0,3.0,0,White,Away
37.0,5.0,10.0,5.0,5.0,8.0,19.0,9.0,13.0,12.0,9.0,7.0,5.0,3.0,0,Pirates,Home
41.0,12.0,13.0,11.0,7.0,5.0,26.0,9.0,10.0,5.0,5.0,5.0,8.0,1.0,1,Braves,Away
31.0,4.0,8.0,4.0,2.0,5.0,12.0,9.0,8.0,3.0,3.0,7.0,10.0,2.0,1,Blue,Home
34.0,3.0,8.0,3.0,7.0,10.0,21.0,8.0,8.0,4.0,4.0,2.0,5.0,2.0,0,Yankees,Away
29.0,5.0,6.0,5.0,3.0,4.0,7.0,9.0,5.0,2.0,2.0,1.0,10.0,2.0,1,Indians,Home
31.0,2.0,5.0,2.0,1.0,10.0,8.0,8.0,6.0,5.0,5.0,3.0,4.0,4.0,0,Twins,Away
37.0,9.0,12.0,8.0,3.0,11.0,18.0,9.0,9.0,6.0,6.0,2.0,4.0,2.0,1,Tigers,Home
34.0,6.0,9.0,6.0,2.0,4.0,12.0,8.0,12.0,9.0,8.0,3.0,11.0,1.0,0,Rays,Away
38.0,3.0,10.0,3.0,2.0,9.0,17.0,10.0,14.0,9.0,9.0,5.0,9.0,0.0,0,Mets,Home
43.0,9.0,14.0,9.0,5.0,9.0,23.0,10.0,10.0,3.0,3.0,2.0,9.0,2.0,1,Giants,Away
33.0,0.0,6.0,0.0,3.0,10.0,14.0,9.0,19.0,16.0,14.0,3.0,9.0,3.0,0,Brewers,Home
47.0,16.0,19.0,16.0,3.0,9.0,15.0,9.0,6.0,0.0,0.0,3.0,10.0,0.0,1,Marlins,Away
31.0,6.0,8.0,6.0,1.0,8.0,6.0,9.0,6.0,3.0,3.0,1.0,10.0,1.0,1,Cubs,Home
32.0,3.0,6.0,3.0,1.0,10.0,7.0,8.0,8.0,6.0,6.0,1.0,8.0,2.0,0,Rockies,Away
41.0,11.0,14.0,10.0,5.0,12.0,20.0,9.0,15.0,12.0,12.0,4.0,5.0,5.0,0,Rangers,Home
38.0,12.0,15.0,12.0,4.0,5.0,12.0,9.0,14.0,11.0,9.0,5.0,12.0,1.0,1,Orioles,Away
33.0,3.0,7.0,3.0,1.0,10.0,14.0,9.0,10.0,8.0,8.0,4.0,6.0,1.0,0,Royals,Home
36.0,8.0,10.0,8.0,4.0,6.0,12.0,9.0,7.0,3.0,3.0,1.0,10.0,1.0,1,Red,Away
32.0,1.0,6.0,1.0,4.0,14.0,16.0,9.0,10.0,4.0,3.0,2.0,4.0,1.0,0,Cardinals,Home
38.0,4.0,10.0,4.0,2.0,4.0,19.0,9.0,6.0,1.0,1.0,4.0,14.0,1.0,1,Reds,Away
31.0,0.0,3.0,0.0,1.0,3.0,9.0,9.0,12.0,9.0,8.0,4.0,9.0,1.0,0,D-backs,Home
38.0,9.0,12.0,8.0,4.0,9.0,19.0,9.0,3.0,0.0,0.0,1.0,3.0,0.0,1,Dodgers,Away
30.0,2.0,4.0,2.0,2.0,6.0,9.0,9.0,8.0,4.0,4.0,2.0,9.0,1.0,0,Angels,Home
34.0,4.0,8.0,4.0,2.0,9.0,11.0,9.0,4.0,2.0,2.0,2.0,6.0,1.0,1,Athletics,Away
36.0,6.0,10.0,6.0,1.0,10.0,9.0,9.0,13.0,9.0,8.0,1.0,5.0,4.0,0,Padres,Home
40.0,9.0,13.0,9.0,1.0,5.0,9.0,9.0,10.0,6.0,6.0,1.0,10.0,3.0,1,Phillies,Away
31.0,5.0,5.0,5.0,6.0,11.0,12.0,9.0,13.0,11.0,11.0,5.0,4.0,2.0,0,Mariners,Home
37.0,11.0,13.0,11.0,5.0,4.0,8.0,9.0,5.0,5.0,5.0,6.0,11.0,1.0,1,Astros,Away
