AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
40.0,8.0,15.0,8.0,1.0,8.0,17.0,9.0,13.0,12.0,11.0,9.0,10.0,1.0,0,Red,Home
40.0,12.0,13.0,11.0,9.0,10.0,23.0,9.0,15.0,8.0,8.0,1.0,8.0,3.0,1,Yankees,Away
31.0,0.0,5.0,0.0,1.0,14.0,7.0,9.0,10.0,2.0,2.0,2.0,6.0,0.0,0,Orioles,Home
37.0,2.0,10.0,2.0,2.0,6.0,18.0,9.0,5.0,0.0,0.0,1.0,14.0,0.0,1,Indians,Away
34.0,6.0,8.0,6.0,3.0,5.0,15.0,9.0,11.0,7.0,7.0,5.0,8.0,1.0,0,Blue,Home
36.0,7.0,11.0,6.0,5.0,8.0,20.0,9.0,8.0,6.0,6.0,3.0,5.0,2.0,1,Royals,Away
32.0,8.0,9.0,8.0,4.0,9.0,11.0,9.0,11.0,6.0,6.0,4.0,10.0,2.0,1,Reds,Home
38.0,6.0,11.0,6.0,4.0,10.0,18.0,8.0,9.0,8.0,7.0,4.0,9.0,1.0,0,Cubs,Away
32.0,1.0,5.0,1.0,1.0,15.0,9.0,9.0,7.0,2.0,2.0,5.0,6.0,1.0,0,Tigers,Home
34.0,2.0,7.0,2.0,5.0,6.0,22.0,9.0,5.0,1.0,1.0,1.0,15.0,1.0,1,Nationals,Away
33.0,6.0,9.0,5.0,1.0,13.0,14.0,9.0,4.0,2.0,2.0,0.0,17.0,1.0,1,Rays,Home
29.0,2.0,4.0,2.0,0.0,17.0,3.0,8.0,9.0,6.0,4.0,1.0,13.0,1.0,0,Rangers,Away
37.0,6.0,10.0,5.0,2.0,12.0,10.0,9.0,17.0,13.0,11.0,4.0,9.0,2.0,0,Marlins,Home
42.0,13.0,17.0,10.0,4.0,9.0,20.0,9.0,10.0,6.0,6.0,2.0,12.0,1.0,1,Phillies,Away
35.0,6.0,11.0,6.0,4.0,6.0,20.0,9.0,6.0,1.0,1.0,2.0,14.0,1.0,1,Astros,Home
31.0,1.0,6.0,1.0,2.0,14.0,9.0,8.0,11.0,6.0,4.0,4.0,6.0,0.0,0,Mariners,Away
31.0,4.0,10.0,4.0,2.0,10.0,11.0,9.0,6.0,3.0,2.0,0.0,6.0,1.0,1,White,Home
34.0,3.0,6.0,3.0,0.0,6.0,10.0,8.0,10.0,4.0,4.0,2.0,10.0,1.0,0,Twins,Away
31.0,2.0,8.0,2.0,7.0,10.0,21.0,9.0,7.0,1.0,1.0,2.0,4.0,0.0,1,Brewers,Home
30.0,1.0,7.0,1.0,2.0,4.0,7.0,8.0,8.0,2.0,2.0,7.0,10.0,1.0,0,Pirates,Away
35.0,5.0,9.0,5.0,3.0,9.0,15.0,9.0,14.0,10.0,10.0,5.0,8.0,0.0,0,Rockies,Home
40.0,10.0,14.0,10.0,5.0,8.0,23.0,9.0,9.0,5.0,5.0,3.0,9.0,2.0,1,Dodgers,Away
35.0,10.0,13.0,10.0,6.0,10.0,17.0,9.0,8.0,4.0,4.0,2.0,11.0,0.0,1,Giants,Home
34.0,4.0,8.0,4.0,2.0,11.0,14.0,8.0,13.0,10.0,10.0,6.0,10.0,1.0,0,D-backs,Away
36.0,3.0,9.0,3.0,2.0,10.0,20.0,9.0,11.0,12.0,6.0,4.0,9.0,1.0,0,Angels,Home
37.0,12.0,11.0,9.0,4.0,9.0,14.0,9.0,9.0,3.0,3.0,2.0,10.0,2.0,1,Athletics,Away
41.0,3.0,10.0,3.0,4.0,13.0,12.0,11.0,9.0,5.0,4.0,4.0,11.0,1.0,0,Padres,Home
40.0,5.0,9.0,4.0,4.0,11.0,19.0,11.0,10.0,3.0,3.0,4.0,13.0,1.0,1,Cardinals,Away
35.0,8.0,13.0,8.0,2.0,9.0,15.0,9.0,10.0,5.0,5.0,3.0,10.0,1.0,1,Mets,Home
36.0,5.0,10.0,5.0,3.0,10.0,17.0,8.0,13.0,8.0,8.0,2.0,9.0,1.0,0,Braves,Away
