AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
32.0,2.0,5.0,2.0,0.0,8.0,7.0,9.0,8.0,7.0,7.0,6.0,9.0,2.0,0,Phillies,Home
33.0,7.0,8.0,6.0,6.0,9.0,11.0,9.0,5.0,2.0,2.0,0.0,8.0,2.0,1,Braves,Away
34.0,0.0,7.0,0.0,3.0,10.0,12.0,9.0,12.0,5.0,5.0,3.0,12.0,2.0,0,Red,Home
38.0,5.0,12.0,5.0,3.0,12.0,17.0,9.0,7.0,0.0,0.0,3.0,10.0,0.0,1,Yankees,Away
29.0,3.0,9.0,3.0,2.0,7.0,11.0,9.0,3.0,1.0,1.0,1.0,15.0,1.0,1,Mets,Home
29.0,1.0,3.0,1.0,1.0,15.0,4.0,8.0,9.0,3.0,3.0,2.0,7.0,2.0,0,D-backs,Away
37.0,3.0,10.0,3.0,7.0,11.0,26.0,9.0,12.0,8.0,8.0,7.0,9.0,1.0,0,Marlins,Home
37.0,8.0,12.0,8.0,7.0,9.0,16.0,9.0,10.0,3.0,3.0,7.0,11.0,0.0,1,Brewers,Away
39.0,15.0,17.0,14.0,2.0,2.0,12.0,9.0,3.0,0.0,0.0,1.0,10.0,0.0,1,Astros,Home
29.0,0.0,3.0,0.0,1.0,10.0,12.0,8.0,17.0,15.0,14.0,2.0,2.0,7.0,0,Athletics,Away
33.0,4.0,9.0,4.0,3.0,10.0,15.0,9.0,10.0,6.0,5.0,3.0,5.0,1.0,0,Giants,Home
37.0,6.0,10.0,6.0,3.0,5.0,21.0,9.0,9.0,4.0,4.0,3.0,10.0,0.0,1,Pirates,Away
34.0,2.0,7.0,2.0,1.0,11.0,12.0,9.0,9.0,6.0,6.0,5.0,9.0,2.0,0,Angels,Home
34.0,6.0,9.0,6.0,5.0,9.0,13.0,9.0,7.0,2.0,2.0,1.0,11.0,2.0,1,Indians,Away
36.0,2.0,9.0,1.0,1.0,9.0,17.0,9.0,15.0,10.0,10.0,3.0,10.0,2.0,0,Padres,Home
42.0,10.0,15.0,9.0,3.0,10.0,26.0,9.0,9.0,2.0,1.0,1.0,9.0,0.0,1,Cubs,Away
