AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
33.0,8.0,10.0,8.0,6.0,9.0,15.0,9.0,6.0,0.0,0.0,4.0,13.0,0.0,1,Yankees,Home
31.0,0.0,6.0,0.0,4.0,13.0,22.0,8.0,10.0,8.0,8.0,6.0,9.0,1.0,0,Angels,Away
33.0,5.0,8.0,5.0,4.0,6.0,10.0,9.0,12.0,8.0,7.0,3.0,12.0,3.0,0,Orioles,Home
37.0,8.0,12.0,7.0,3.0,12.0,9.0,9.0,8.0,5.0,5.0,4.0,6.0,2.0,1,Blue,Away
33.0,0.0,8.0,0.0,1.0,5.0,16.0,9.0,10.0,6.0,6.0,5.0,11.0,3.0,0,Pirates,Home
34.0,6.0,10.0,6.0,5.0,11.0,14.0,9.0,8.0,0.0,0.0,1.0,5.0,0.0,1,Mariners,Away
57.0,6.0,14.0,5.0,10.0,14.0,35.0,15.0,14.0,7.0,7.0,7.0,19.0,2.0,0,Red,Home
56.0,7.0,14.0,7.0,7.0,19.0,23.0,15.0,14.0,6.0,6.0,10.0,14.0,1.0,1,Giants,Away
37.0,7.0,12.0,7.0,5.0,12.0,16.0,9.0,4.0,2.0,2.0,4.0,8.0,1.0,1,Indians,Home
28.0,2.0,4.0,2.0,4.0,8.0,12.0,8.0,12.0,7.0,6.0,5.0,12.0,1.0,0,Tigers,Away
34.0,4.0,8.0,4.0,6.0,13.0,16.0,9.0,9.0,5.0,5.0,1.0,5.0,2.0,0,Braves,Home
36.0,5.0,9.0,5.0,1.0,5.0,9.0,9.0,8.0,4.0,4.0,6.0,13.0,2.0,1,Phillies,Away
45.0,9.0,15.0,9.0,6.0,9.0,17.0,12.0,20.0,8.0,8.0,2.0,14.0,4.0,1,Twins,Home
54.0,8.0,20.0,8.0,2.0,14.0,28.0,11.1,15.0,9.0,9.0,6.0,9.0,2.0,0,White,Away
26.0,3.0,4.0,3.0,1.0,14.0,4.0,9.0,4.0,1.0,1.0,2.0,15.0,1.0,1,Brewers,Home
30.0,1.0,4.0,1.0,2.0,15.0,5.0,8.0,4.0,3.0,3.0,1.0,14.0,2.0,0,Padres,Away
33.0,2.0,6.0,0.0,4.0,14.0,17.0,9.0,12.0,6.0,6.0,4.0,7.0,1.0,0,Cardinals,Home
35.0,6.0,12.0,6.0,4.0,7.0,20.0,9.0,6.0,2.0,0.0,4.0,14.0,0.0,1,Nationals,Away
32.0,2.0,5.0,2.0,3.0,13.0,13.0,9.0,7.0,4.0,4.0,2.0,15.0,1.0,0,Cubs,Home
34.0,4.0,7.0,4.0,2.0,15.0,12.0,9.0,5.0,2.0,2.0,3.0,13.0,0.0,1,Reds,Away
31.0,4.0,7.0,4.0,3.0,9.0,10.0,9.0,6.0,1.0,1.0,2.0,12.0,1.0,1,Astros,Home
30.0,1.0,6.0,1.0,2.0,12.0,9.0,8.0,7.0,4.0,4.0,3.0,9.0,3.0,0,Rangers,Away
31.0,1.0,6.0,1.0,1.0,8.0,10.0,9.0,11.0,6.0,6.0,3.0,4.0,3.0,0,Rockies,Home
33.0,6.0,11.0,6.0,3.0,4.0,12.0,9.0,6.0,1.0,1.0,1.0,8.0,1.0,1,Mets,Away
38.0,6.0,13.0,6.0,2.0,7.0,16.0,9.0,17.0,12.0,11.0,7.0,9.0,1.0,0,D-backs,Home
42.0,12.0,17.0,12.0,7.0,9.0,22.0,9.0,13.0,6.0,6.0,2.0,7.0,1.0,1,Marlins,Away
28.0,2.0,4.0,2.0,2.0,7.0,15.0,9.0,6.0,1.0,1.0,0.0,8.0,0.0,1,Athletics,Home
31.0,1.0,6.0,1.0,0.0,8.0,10.0,8.0,4.0,2.0,2.0,2.0,7.0,1.0,0,Royals,Away
31.0,7.0,6.0,7.0,3.0,8.0,13.0,9.0,6.0,5.0,5.0,3.0,11.0,2.0,1,Dodgers,Home
33.0,5.0,6.0,5.0,3.0,11.0,10.0,8.0,6.0,7.0,5.0,3.0,8.0,0.0,0,Rays,Away
