AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
36.0,2.0,9.0,2.0,2.0,7.0,18.0,9.0,13.0,6.0,5.0,3.0,12.0,2.0,0,Rays,Home
40.0,6.0,13.0,6.0,3.0,12.0,25.0,9.0,9.0,2.0,1.0,2.0,7.0,1.0,1,Twins,Away
27.0,2.0,4.0,2.0,5.0,7.0,12.0,9.0,7.0,5.0,4.0,2.0,4.0,2.0,0,White,Home
31.0,5.0,7.0,5.0,2.0,4.0,9.0,9.0,4.0,2.0,2.0,5.0,7.0,0.0,1,Indians,Away
32.0,2.0,6.0,2.0,1.0,4.0,9.0,9.0,8.0,8.0,8.0,4.0,8.0,1.0,0,Orioles,Home
33.0,8.0,8.0,8.0,4.0,8.0,12.0,9.0,6.0,2.0,2.0,1.0,4.0,1.0,1,Giants,Away
53.0,10.0,18.0,10.0,6.0,16.0,25.0,13.0,14.0,12.0,12.0,8.0,19.0,5.0,0,Pirates,Home
53.0,12.0,14.0,12.0,8.0,19.0,22.0,13.0,18.0,10.0,10.0,6.0,16.0,2.0,1,Brewers,Away
34.0,6.0,11.0,6.0,4.0,6.0,18.0,9.0,8.0,2.0,2.0,0.0,11.0,0.0,1,Rangers,Home
35.0,2.0,8.0,2.0,0.0,11.0,17.0,8.0,11.0,6.0,5.0,4.0,6.0,1.0,0,Royals,Away
33.0,2.0,8.0,2.0,4.0,8.0,20.0,9.0,8.0,5.0,5.0,2.0,8.0,3.0,0,Reds,Home
35.0,5.0,8.0,5.0,2.0,8.0,11.0,9.0,8.0,2.0,2.0,4.0,8.0,1.0,1,Nationals,Away
36.0,10.0,11.0,10.0,1.0,8.0,10.0,9.0,11.0,5.0,4.0,0.0,11.0,0.0,1,Braves,Home
38.0,5.0,11.0,5.0,0.0,11.0,11.0,8.0,11.0,10.0,6.0,1.0,8.0,3.0,0,Tigers,Away
34.0,3.0,7.0,3.0,0.0,14.0,8.0,9.0,11.0,6.0,5.0,5.0,7.0,3.0,0,Mariners,Home
37.0,6.0,11.0,6.0,5.0,7.0,19.0,9.0,7.0,3.0,3.0,0.0,14.0,2.0,1,Angels,Away
35.0,7.0,12.0,7.0,1.0,8.0,9.0,9.0,7.0,4.0,4.0,2.0,14.0,2.0,1,Cardinals,Home
34.0,4.0,7.0,4.0,2.0,14.0,13.0,8.0,12.0,7.0,7.0,1.0,8.0,3.0,0,Cubs,Away
35.0,5.0,11.0,5.0,1.0,10.0,14.0,9.0,11.0,3.0,3.0,4.0,14.0,1.0,1,Yankees,Home
36.0,3.0,11.0,3.0,4.0,14.0,26.0,8.0,11.0,5.0,5.0,1.0,10.0,1.0,0,Red,Away
31.0,4.0,8.0,3.0,0.0,5.0,7.0,9.0,4.0,2.0,1.0,3.0,9.0,1.0,1,Rockies,Home
32.0,2.0,4.0,2.0,3.0,9.0,9.0,8.0,8.0,4.0,3.0,0.0,5.0,0.0,0,Blue,Away
32.0,1.0,5.0,1.0,2.0,10.0,10.0,9.0,8.0,5.0,5.0,2.0,5.0,2.0,0,Athletics,Home
34.0,5.0,8.0,5.0,2.0,5.0,8.0,9.0,5.0,1.0,1.0,2.0,10.0,1.0,1,Astros,Away
38.0,6.0,11.0,5.0,3.0,13.0,9.0,11.0,9.0,5.0,5.0,2.0,9.0,2.0,1,D-backs,Home
40.0,5.0,9.0,5.0,2.0,9.0,10.0,10.1,11.0,6.0,6.0,3.0,13.0,1.0,0,Mets,Away
30.0,4.0,8.0,4.0,4.0,7.0,8.0,9.0,7.0,3.0,2.0,0.0,7.0,1.0,1,Dodgers,Home
34.0,3.0,7.0,3.0,0.0,7.0,11.0,8.1,8.0,4.0,3.0,4.0,7.0,2.0,0,Phillies,Away
30.0,3.0,4.0,3.0,3.0,11.0,8.0,9.0,11.0,9.0,8.0,4.0,9.0,1.0,0,Padres,Home
38.0,9.0,11.0,9.0,4.0,9.0,17.0,9.0,4.0,3.0,3.0,3.0,11.0,1.0,1,Marlins,Away
