AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
34.0,3.0,6.0,2.0,4.0,13.0,20.0,9.0,10.0,7.0,7.0,7.0,9.0,2.0,0,Blue,Home
37.0,7.0,10.0,7.0,7.0,9.0,19.0,9.0,6.0,3.0,3.0,4.0,13.0,0.0,1,Rangers,Away
31.0,6.0,7.0,6.0,3.0,6.0,8.0,9.0,10.0,5.0,5.0,5.0,11.0,0.0,1,Yankees,Home
36.0,5.0,10.0,5.0,5.0,11.0,17.0,8.0,7.0,6.0,6.0,3.0,6.0,1.0,0,Orioles,Away
31.0,1.0,5.0,0.0,3.0,6.0,11.0,9.0,12.0,5.0,5.0,2.0,11.0,3.0,0,Indians,Home
38.0,5.0,12.0,5.0,2.0,11.0,17.0,9.0,5.0,1.0,0.0,3.0,6.0,0.0,1,Red,Away
36.0,13.0,15.0,11.0,3.0,7.0,10.0,9.0,15.0,9.0,9.0,5.0,7.0,3.0,1,White,Home
41.0,9.0,15.0,9.0,5.0,7.0,20.0,8.0,15.0,13.0,9.0,3.0,7.0,2.0,0,Astros,Away
36.0,6.0,11.0,6.0,4.0,8.0,21.0,9.0,6.0,5.0,5.0,7.0,9.0,3.0,1,Brewers,Home
31.0,5.0,6.0,5.0,7.0,9.0,17.0,8.0,11.0,6.0,5.0,4.0,8.0,1.0,0,Twins,Away
33.0,7.0,9.0,7.0,2.0,9.0,15.0,9.0,12.0,6.0,6.0,2.0,8.0,2.0,1,Rockies,Home
37.0,6.0,12.0,6.0,2.0,8.0,12.0,8.0,9.0,7.0,7.0,2.0,9.0,2.0,0,D-backs,Away
34.0,7.0,10.0,7.0,5.0,10.0,17.0,9.0,6.0,2.0,2.0,1.0,7.0,1.0,1,Padres,Home
31.0,2.0,6.0,2.0,1.0,7.0,8.0,8.0,10.0,7.0,7.0,5.0,10.0,1.0,0,Rays,Away
34.0,5.0,7.0,4.0,3.0,10.0,10.0,9.0,15.0,9.0,9.0,2.0,11.0,3.0,0,Giants,Home
39.0,9.0,15.0,9.0,2.0,11.0,18.0,9.0,7.0,5.0,5.0,3.0,10.0,1.0,1,Athletics,Away
38.0,17.0,17.0,17.0,4.0,9.0,11.0,9.0,13.0,7.0,7.0,3.0,6.0,3.0,1,Nationals,Home
41.0,7.0,13.0,6.0,3.0,6.0,17.0,8.0,17.0,17.0,17.0,4.0,9.0,3.0,0,Reds,Away
34.0,11.0,13.0,11.0,4.0,6.0,15.0,9.0,4.0,1.0,1.0,1.0,10.0,1.0,1,Phillies,Home
30.0,1.0,4.0,1.0,1.0,10.0,6.0,8.0,13.0,11.0,11.0,4.0,6.0,3.0,0,Cubs,Away
34.0,3.0,12.0,3.0,2.0,7.0,22.0,9.0,7.0,2.0,2.0,3.0,9.0,2.0,1,Tigers,Home
32.0,2.0,7.0,2.0,3.0,9.0,8.0,8.0,12.0,3.0,3.0,2.0,7.0,0.0,0,Mariners,Away
30.0,1.0,3.0,1.0,1.0,13.0,7.0,9.0,12.0,9.0,9.0,4.0,9.0,4.0,0,Marlins,Home
37.0,9.0,12.0,9.0,4.0,9.0,13.0,9.0,3.0,1.0,1.0,1.0,13.0,1.0,1,Dodgers,Away
31.0,6.0,8.0,6.0,4.0,7.0,14.0,9.0,12.0,4.0,4.0,2.0,10.0,0.0,1,Braves,Home
38.0,4.0,12.0,4.0,2.0,10.0,21.0,8.0,8.0,6.0,6.0,4.0,7.0,0.0,0,Mets,Away
32.0,7.0,10.0,6.0,2.0,14.0,9.0,9.0,6.0,4.0,3.0,2.0,10.0,0.0,1,Angels,Home
31.0,4.0,6.0,2.0,2.0,10.0,13.0,8.0,10.0,7.0,6.0,2.0,14.0,0.0,0,Pirates,Away
30.0,0.0,5.0,0.0,2.0,6.0,7.0,9.0,8.0,6.0,6.0,3.0,8.0,1.0,0,Royals,Home
34.0,6.0,8.0,6.0,3.0,8.0,10.0,9.0,5.0,0.0,0.0,2.0,6.0,0.0,1,Cardinals,Away
