AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
38.0,8.0,16.0,8.0,2.0,8.0,14.0,9.0,10.0,3.0,2.0,2.0,7.0,0.0,1,Orioles,Home
33.0,3.0,10.0,3.0,2.0,7.0,16.0,8.0,16.0,8.0,8.0,2.0,8.0,2.0,0,Rays,Away
38.0,8.0,8.0,8.0,6.0,5.0,13.0,10.0,9.0,9.0,4.0,6.0,13.0,3.0,0,Indians,Home
38.0,9.0,9.0,7.0,6.0,13.0,12.0,10.0,8.0,8.0,8.0,6.0,5.0,4.0,1,Royals,Away
31.0,1.0,7.0,1.0,3.0,7.0,17.0,9.0,3.0,2.0,2.0,2.0,12.0,2.0,0,Mets,Home
30.0,2.0,3.0,2.0,2.0,12.0,6.0,9.0,7.0,1.0,1.0,3.0,7.0,0.0,1,Braves,Away
28.0,3.0,6.0,3.0,1.0,10.0,5.0,9.0,4.0,2.0,2.0,1.0,8.0,1.0,1,Marlins,Home
30.0,2.0,4.0,2.0,1.0,8.0,5.0,8.0,6.0,3.0,3.0,1.0,10.0,0.0,0,Phillies,Away
34.0,9.0,12.0,8.0,3.0,8.0,14.0,9.0,11.0,8.0,8.0,2.0,11.0,3.0,1,Pirates,Home
37.0,8.0,11.0,8.0,2.0,11.0,20.0,8.0,12.0,9.0,8.0,3.0,8.0,0.0,0,Reds,Away
32.0,11.0,10.0,10.0,6.0,6.0,10.0,9.0,4.0,2.0,2.0,5.0,8.0,2.0,1,Astros,Home
28.0,2.0,4.0,2.0,5.0,8.0,17.0,8.0,10.0,11.0,11.0,6.0,6.0,2.0,0,Angels,Away
29.0,7.0,5.0,7.0,6.0,10.0,14.0,9.0,9.0,4.0,4.0,1.0,7.0,0.0,1,Twins,Home
36.0,4.0,9.0,4.0,1.0,7.0,13.0,8.0,5.0,7.0,7.0,6.0,10.0,2.0,0,Tigers,Away
28.0,2.0,5.0,2.0,4.0,8.0,22.0,9.0,1.0,0.0,0.0,4.0,8.0,0.0,1,White,Home
29.0,0.0,1.0,0.0,4.0,8.0,15.0,8.0,5.0,2.0,2.0,4.0,8.0,0.0,0,Rangers,Away
32.0,2.0,7.0,2.0,6.0,9.0,16.0,9.0,9.0,5.0,5.0,4.0,11.0,2.0,0,Brewers,Home
36.0,5.0,9.0,4.0,4.0,11.0,20.0,9.0,7.0,2.0,2.0,6.0,9.0,1.0,1,D-backs,Away
37.0,11.0,15.0,11.0,6.0,5.0,17.0,9.0,7.0,4.0,3.0,5.0,14.0,2.0,1,Cardinals,Home
35.0,4.0,7.0,3.0,5.0,14.0,16.0,8.0,15.0,11.0,11.0,6.0,5.0,2.0,0,Rockies,Away
39.0,5.0,7.0,5.0,3.0,14.0,12.0,11.0,14.0,7.0,7.0,4.0,6.0,1.0,0,Cubs,Home
45.0,7.0,14.0,5.0,4.0,6.0,23.0,11.0,7.0,5.0,5.0,3.0,14.0,3.0,1,Nationals,Away
32.0,4.0,7.0,4.0,4.0,7.0,10.0,9.0,8.0,5.0,4.0,4.0,5.0,1.0,0,Athletics,Home
33.0,5.0,8.0,5.0,4.0,5.0,14.0,9.0,7.0,4.0,4.0,4.0,7.0,2.0,1,Giants,Away
26.0,3.0,5.0,3.0,5.0,7.0,7.0,9.0,4.0,1.0,1.0,3.0,9.0,1.0,1,Padres,Home
31.0,1.0,4.0,1.0,3.0,9.0,10.0,8.0,5.0,3.0,3.0,5.0,7.0,1.0,0,Red,Away
26.0,3.0,4.0,3.0,0.0,6.0,3.0,9.0,5.0,1.0,1.0,3.0,8.0,0.0,1,Mariners,Home
32.0,1.0,5.0,1.0,3.0,8.0,14.0,8.0,4.0,3.0,2.0,0.0,6.0,1.0,0,Blue,Away
31.0,1.0,5.0,1.0,3.0,12.0,15.0,9.0,8.0,5.0,4.0,1.0,12.0,3.0,0,Dodgers,Home
34.0,5.0,8.0,5.0,1.0,12.0,8.0,9.0,5.0,1.0,1.0,3.0,12.0,1.0,1,Yankees,Away
