AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
36.0,3.0,11.0,3.0,2.0,9.0,18.0,9.0,12.0,8.0,8.0,3.0,6.0,4.0,0,Orioles,Home
37.0,8.0,12.0,8.0,3.0,6.0,12.0,9.0,11.0,3.0,3.0,2.0,9.0,1.0,1,Padres,Away
33.0,7.0,8.0,7.0,3.0,7.0,12.0,9.0,12.0,5.0,5.0,4.0,6.0,2.0,1,Phillies,Home
38.0,5.0,12.0,5.0,4.0,6.0,26.0,8.0,8.0,7.0,7.0,3.0,7.0,4.0,0,Mets,Away
31.0,4.0,10.0,4.0,2.0,4.0,12.0,9.0,7.0,3.0,3.0,0.0,12.0,0.0,1,Yankees,Home
33.0,3.0,7.0,3.0,0.0,12.0,13.0,8.0,10.0,4.0,4.0,2.0,4.0,4.0,0,Blue,Away
32.0,6.0,10.0,6.0,1.0,7.0,14.0,9.0,10.0,3.0,2.0,1.0,15.0,0.0,1,Red,Home
37.0,3.0,10.0,3.0,1.0,15.0,16.0,8.0,10.0,6.0,5.0,1.0,7.0,1.0,0,White,Away
37.0,6.0,11.0,6.0,2.0,8.0,11.0,9.0,13.0,8.0,7.0,3.0,10.0,1.0,0,Indians,Home
38.0,8.0,13.0,8.0,3.0,10.0,14.0,9.0,11.0,6.0,6.0,2.0,8.0,4.0,1,Royals,Away
33.0,3.0,6.0,2.0,3.0,10.0,11.0,9.0,12.0,5.0,4.0,1.0,7.0,1.0,0,Tigers,Home
37.0,5.0,12.0,5.0,1.0,7.0,16.0,9.0,6.0,3.0,2.0,3.0,10.0,1.0,1,Rangers,Away
30.0,1.0,5.0,1.0,1.0,11.0,12.0,9.0,8.0,6.0,6.0,2.0,11.0,1.0,0,Marlins,Home
35.0,6.0,8.0,6.0,2.0,11.0,6.0,9.0,5.0,1.0,1.0,1.0,11.0,0.0,1,Nationals,Away
28.0,2.0,4.0,2.0,5.0,13.0,9.0,9.0,3.0,3.0,3.0,5.0,10.0,2.0,0,Cubs,Home
30.0,3.0,3.0,3.0,5.0,10.0,9.0,9.0,4.0,2.0,2.0,5.0,13.0,0.0,1,Braves,Away
33.0,5.0,10.0,5.0,1.0,7.0,16.0,9.0,8.0,1.0,1.0,2.0,6.0,0.0,1,Astros,Home
33.0,1.0,8.0,1.0,2.0,6.0,13.0,8.0,10.0,5.0,5.0,1.0,7.0,2.0,0,Pirates,Away
36.0,9.0,15.0,9.0,2.0,7.0,18.0,9.0,7.0,4.0,4.0,1.0,8.0,1.0,1,Twins,Home
33.0,4.0,7.0,4.0,1.0,8.0,6.0,8.0,15.0,9.0,9.0,2.0,7.0,2.0,0,Rays,Away
37.0,3.0,8.0,2.0,2.0,9.0,14.0,9.0,12.0,8.0,6.0,8.0,7.0,1.0,0,Brewers,Home
37.0,8.0,12.0,7.0,8.0,7.0,24.0,9.0,8.0,3.0,2.0,2.0,9.0,1.0,1,Mariners,Away
36.0,3.0,10.0,3.0,5.0,9.0,22.0,9.0,10.0,7.0,7.0,1.0,8.0,3.0,0,Cardinals,Home
37.0,7.0,10.0,7.0,1.0,8.0,6.0,9.0,10.0,3.0,3.0,5.0,9.0,0.0,1,Athletics,Away
33.0,2.0,6.0,2.0,2.0,9.0,8.0,9.0,5.0,3.0,3.0,4.0,10.0,2.0,0,D-backs,Home
30.0,3.0,5.0,3.0,4.0,10.0,11.0,9.0,6.0,2.0,1.0,2.0,9.0,0.0,1,Dodgers,Away
29.0,4.0,8.0,4.0,5.0,5.0,15.0,9.0,3.0,2.0,2.0,3.0,15.0,1.0,1,Giants,Home
30.0,2.0,3.0,2.0,3.0,15.0,9.0,8.0,8.0,4.0,4.0,5.0,5.0,1.0,0,Rockies,Away
31.0,5.0,8.0,5.0,3.0,5.0,10.0,9.0,7.0,1.0,1.0,4.0,10.0,1.0,1,Angels,Home
30.0,1.0,7.0,1.0,4.0,10.0,13.0,8.0,8.0,5.0,5.0,3.0,5.0,2.0,0,Reds,Away
