AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
30.0,6.0,6.0,6.0,5.0,10.0,17.0,9.0,5.0,3.0,3.0,1.0,11.0,1.0,1,Phillies,Home
33.0,3.0,5.0,3.0,1.0,11.0,10.0,8.1,6.0,6.0,6.0,5.0,10.0,3.0,0,Mets,Away
33.0,1.0,9.0,1.0,1.0,7.0,12.0,9.0,5.0,3.0,3.0,3.0,13.0,2.0,0,Tigers,Home
30.0,3.0,5.0,3.0,3.0,13.0,10.0,9.0,9.0,1.0,1.0,1.0,7.0,0.0,1,Rangers,Away
60.0,2.0,9.0,2.0,5.0,22.0,21.0,18.0,8.0,5.0,5.0,6.0,17.0,0.0,0,Twins,Home
61.0,5.0,8.0,5.0,6.0,17.0,26.0,18.0,9.0,2.0,2.0,5.0,22.0,0.0,1,Rays,Away
35.0,0.0,9.0,0.0,0.0,8.0,13.0,9.0,14.0,10.0,10.0,2.0,6.0,5.0,0,Astros,Home
39.0,10.0,14.0,10.0,2.0,6.0,12.0,9.0,9.0,0.0,0.0,0.0,8.0,0.0,1,Pirates,Away
31.0,4.0,9.0,4.0,1.0,6.0,13.0,9.0,5.0,2.0,1.0,1.0,11.0,0.0,1,Brewers,Home
34.0,2.0,5.0,2.0,1.0,11.0,12.0,8.0,9.0,4.0,4.0,1.0,6.0,1.0,0,Mariners,Away
35.0,9.0,10.0,7.0,1.0,9.0,12.0,9.0,8.0,7.0,7.0,5.0,10.0,2.0,1,Cubs,Home
33.0,7.0,8.0,7.0,5.0,10.0,13.0,8.0,10.0,9.0,4.0,1.0,9.0,2.0,0,Braves,Away
35.0,5.0,8.0,5.0,1.0,7.0,8.0,9.0,10.0,8.0,7.0,1.0,4.0,4.0,0,Marlins,Home
37.0,8.0,10.0,8.0,1.0,4.0,7.0,9.0,8.0,5.0,5.0,1.0,7.0,0.0,1,Nationals,Away
41.0,8.0,16.0,8.0,3.0,7.0,18.0,9.0,17.0,12.0,12.0,2.0,6.0,6.0,0,Rockies,Home
44.0,12.0,17.0,12.0,2.0,6.0,13.0,9.0,16.0,8.0,8.0,3.0,7.0,1.0,1,Dodgers,Away
30.0,1.0,3.0,1.0,2.0,6.0,14.0,9.0,8.0,5.0,5.0,4.0,6.0,2.0,0,Giants,Home
33.0,5.0,8.0,5.0,4.0,6.0,10.0,9.0,3.0,1.0,1.0,2.0,6.0,1.0,1,D-backs,Away
34.0,8.0,12.0,8.0,2.0,9.0,12.0,9.0,5.0,3.0,3.0,1.0,6.0,2.0,1,Angels,Home
30.0,3.0,5.0,3.0,1.0,6.0,9.0,8.0,12.0,8.0,8.0,2.0,9.0,2.0,0,Athletics,Away
