AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
33.0,2.0,6.0,2.0,0.0,8.0,14.0,9.0,13.0,9.0,8.0,4.0,9.0,1.0,0,Red,Home
37.0,9.0,13.0,8.0,4.0,9.0,21.0,9.0,6.0,2.0,1.0,0.0,8.0,1.0,1,Rays,Away
34.0,10.0,11.0,9.0,6.0,9.0,19.0,9.0,9.0,5.0,5.0,3.0,7.0,2.0,1,Rangers,Home
34.0,5.0,9.0,5.0,3.0,7.0,10.0,8.0,11.0,10.0,9.0,6.0,9.0,2.0,0,Athletics,Away
30.0,0.0,3.0,0.0,2.0,13.0,9.0,9.0,5.0,2.0,2.0,1.0,5.0,1.0,0,Royals,Home
31.0,2.0,5.0,2.0,1.0,5.0,6.0,9.0,3.0,0.0,0.0,2.0,13.0,0.0,1,White,Away
31.0,0.0,5.0,0.0,3.0,11.0,13.0,9.0,10.0,6.0,6.0,4.0,4.0,2.0,0,Blue,Home
35.0,6.0,10.0,6.0,4.0,4.0,16.0,9.0,5.0,0.0,0.0,3.0,11.0,0.0,1,D-backs,Away
29.0,4.0,6.0,4.0,4.0,7.0,9.0,9.0,6.0,1.0,1.0,0.0,6.0,0.0,1,Phillies,Home
31.0,1.0,6.0,0.0,0.0,6.0,10.0,8.0,6.0,4.0,4.0,4.0,7.0,1.0,0,Reds,Away
32.0,8.0,12.0,8.0,2.0,8.0,12.0,9.0,5.0,4.0,2.0,2.0,5.0,1.0,1,Indians,Home
32.0,4.0,5.0,4.0,2.0,5.0,6.0,8.0,12.0,8.0,8.0,2.0,8.0,3.0,0,Yankees,Away
38.0,9.0,15.0,9.0,5.0,13.0,17.0,9.0,6.0,3.0,3.0,4.0,9.0,1.0,1,Tigers,Home
32.0,3.0,6.0,3.0,4.0,9.0,11.0,8.0,15.0,9.0,9.0,5.0,13.0,3.0,0,Twins,Away
29.0,1.0,4.0,1.0,2.0,5.0,9.0,9.0,8.0,4.0,3.0,1.0,9.0,2.0,0,Astros,Home
35.0,4.0,8.0,3.0,1.0,9.0,12.0,9.0,4.0,1.0,1.0,2.0,5.0,0.0,1,Orioles,Away
31.0,0.0,4.0,0.0,2.0,10.0,15.0,9.0,3.0,1.0,1.0,3.0,6.0,0.0,0,Marlins,Home
27.0,1.0,3.0,1.0,3.0,6.0,11.0,9.0,4.0,0.0,0.0,2.0,10.0,0.0,1,Braves,Away
33.0,5.0,10.0,5.0,9.0,9.0,24.0,9.0,8.0,3.0,3.0,1.0,8.0,1.0,1,Brewers,Home
33.0,3.0,8.0,3.0,1.0,8.0,9.0,8.0,10.0,5.0,5.0,9.0,9.0,2.0,0,Pirates,Away
28.0,5.0,6.0,5.0,6.0,10.0,17.0,9.0,6.0,1.0,1.0,2.0,14.0,0.0,1,Red,Home
34.0,1.0,6.0,1.0,2.0,14.0,15.0,8.0,6.0,5.0,5.0,6.0,10.0,0.0,0,Rays,Away
33.0,9.0,10.0,9.0,6.0,5.0,17.0,9.0,5.0,4.0,4.0,2.0,12.0,2.0,1,Cubs,Home
33.0,4.0,5.0,4.0,2.0,12.0,5.0,8.0,10.0,9.0,9.0,6.0,5.0,1.0,0,Cardinals,Away
31.0,5.0,9.0,4.0,4.0,10.0,14.0,9.0,7.0,3.0,2.0,2.0,15.0,0.0,1,Mets,Home
33.0,3.0,7.0,2.0,2.0,15.0,18.0,8.0,9.0,5.0,5.0,4.0,10.0,2.0,0,Rockies,Away
35.0,2.0,8.0,2.0,5.0,12.0,27.0,9.0,11.0,7.0,7.0,6.0,10.0,0.0,0,Giants,Home
39.0,7.0,11.0,7.0,6.0,10.0,27.0,9.0,8.0,2.0,2.0,5.0,12.0,1.0,1,Dodgers,Away
28.0,3.0,5.0,3.0,2.0,9.0,10.0,9.0,4.0,1.0,1.0,1.0,7.0,1.0,1,Rangers,Home
31.0,1.0,4.0,1.0,1.0,7.0,9.0,8.0,5.0,3.0,3.0,2.0,9.0,0.0,0,Athletics,Away
39.0,12.0,16.0,12.0,5.0,6.0,26.0,9.0,7.0,3.0,3.0,1.0,9.0,2.0,1,Angels,Home
33.0,3.0,7.0,3.0,1.0,9.0,9.0,8.0,16.0,12.0,11.0,5.0,6.0,4.0,0,Mariners,Away
34.0,1.0,7.0,1.0,2.0,11.0,15.0,9.0,7.0,4.0,3.0,3.0,7.0,1.0,0,Padres,Home
32.0,4.0,7.0,4.0,3.0,7.0,9.0,9.0,7.0,1.0,1.0,2.0,11.0,0.0,1,Nationals,Away
