AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
28.0,3.0,5.0,3.0,5.0,10.0,11.0,9.0,5.0,2.0,2.0,0.0,13.0,0.0,1,Rays,Home
32.0,2.0,5.0,2.0,0.0,13.0,7.0,8.0,5.0,3.0,3.0,5.0,10.0,1.0,0,Red,Away
31.0,3.0,7.0,3.0,7.0,6.0,17.0,9.0,9.0,2.0,2.0,3.0,6.0,0.0,1,Nationals,Home
35.0,2.0,9.0,2.0,3.0,6.0,17.0,8.0,7.0,3.0,3.0,7.0,6.0,2.0,0,Rockies,Away
32.0,0.0,5.0,0.0,4.0,14.0,13.0,9.0,10.0,4.0,4.0,2.0,8.0,2.0,0,Tigers,Home
36.0,4.0,10.0,4.0,2.0,8.0,17.0,9.0,5.0,0.0,0.0,4.0,14.0,0.0,1,Phillies,Away
29.0,4.0,6.0,4.0,0.0,9.0,6.0,9.0,6.0,2.0,1.0,2.0,14.0,0.0,1,Astros,Home
33.0,2.0,6.0,1.0,2.0,14.0,11.0,8.0,6.0,4.0,4.0,0.0,9.0,2.0,0,Athletics,Away
29.0,5.0,6.0,5.0,5.0,7.0,11.0,9.0,9.0,4.0,3.0,1.0,13.0,1.0,1,Brewers,Home
36.0,4.0,9.0,4.0,1.0,13.0,11.0,8.0,6.0,5.0,5.0,5.0,7.0,2.0,0,Reds,Away
36.0,5.0,11.0,5.0,7.0,8.0,23.0,9.0,7.0,2.0,2.0,4.0,12.0,2.0,1,D-backs,Home
34.0,2.0,7.0,2.0,4.0,12.0,18.0,8.0,11.0,5.0,5.0,7.0,8.0,2.0,0,Orioles,Away
31.0,5.0,8.0,4.0,2.0,8.0,11.0,9.0,9.0,3.0,3.0,0.0,9.0,1.0,1,Mariners,Home
35.0,3.0,9.0,3.0,0.0,9.0,11.0,8.0,8.0,5.0,4.0,2.0,8.0,2.0,0,Rangers,Away
34.0,1.0,7.0,1.0,2.0,10.0,14.0,9.0,11.0,4.0,4.0,1.0,10.0,3.0,0,Giants,Home
37.0,4.0,11.0,4.0,1.0,10.0,10.0,9.0,7.0,1.0,1.0,2.0,10.0,0.0,1,Cubs,Away
30.0,2.0,6.0,1.0,2.0,6.0,13.0,9.0,5.0,0.0,0.0,3.0,11.0,0.0,1,Nationals,Home
31.0,0.0,5.0,0.0,3.0,11.0,17.0,8.0,6.0,2.0,1.0,2.0,6.0,1.0,0,Rockies,Away
37.0,8.0,11.0,8.0,5.0,5.0,16.0,9.0,15.0,14.0,10.0,5.0,6.0,5.0,0,Pirates,Home
39.0,14.0,15.0,14.0,5.0,6.0,12.0,9.0,11.0,8.0,8.0,5.0,5.0,0.0,1,Cardinals,Away
27.0,0.0,1.0,0.0,1.0,10.0,6.0,9.0,9.0,4.0,4.0,1.0,8.0,0.0,0,Blue,Home
34.0,4.0,9.0,4.0,1.0,8.0,9.0,9.0,1.0,0.0,0.0,1.0,10.0,0.0,1,Indians,Away
31.0,2.0,5.0,2.0,5.0,13.0,16.0,9.0,14.0,7.0,6.0,6.0,9.0,0.0,0,Mets,Home
35.0,7.0,14.0,7.0,6.0,9.0,18.0,9.0,5.0,2.0,2.0,5.0,13.0,0.0,1,Padres,Away
31.0,0.0,5.0,0.0,1.0,8.0,10.0,9.0,5.0,2.0,0.0,2.0,9.0,0.0,0,Braves,Home
32.0,2.0,5.0,1.0,2.0,9.0,12.0,9.0,5.0,0.0,0.0,1.0,8.0,0.0,1,Royals,Away
32.0,7.0,9.0,7.0,5.0,8.0,10.0,9.0,15.0,10.0,10.0,2.0,11.0,3.0,0,Twins,Home
40.0,10.0,15.0,10.0,2.0,11.0,16.0,9.0,9.0,7.0,7.0,5.0,8.0,3.0,1,Yankees,Away
32.0,0.0,5.0,0.0,1.0,10.0,16.0,9.0,5.0,2.0,2.0,1.0,10.0,1.0,0,White,Home
30.0,2.0,5.0,2.0,1.0,10.0,9.0,9.0,5.0,0.0,0.0,1.0,10.0,0.0,1,Marlins,Away
30.0,2.0,5.0,2.0,5.0,5.0,11.0,9.0,6.0,3.0,2.0,3.0,6.0,1.0,0,Dodgers,Home
31.0,3.0,6.0,3.0,3.0,6.0,12.0,9.0,5.0,2.0,2.0,5.0,5.0,1.0,1,Angels,Away
