AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
30.0,0.0,3.0,0.0,1.0,12.0,8.0,9.0,2.0,1.0,1.0,5.0,10.0,0.0,0,Reds,Home
28.0,1.0,2.0,1.0,5.0,10.0,12.0,9.0,3.0,0.0,0.0,1.0,12.0,0.0,1,Brewers,Away
35.0,9.0,12.0,8.0,7.0,8.0,13.0,9.0,10.0,8.0,8.0,7.0,8.0,0.0,1,Nationals,Home
37.0,8.0,10.0,8.0,7.0,8.0,21.0,8.0,12.0,9.0,8.0,7.0,8.0,3.0,0,Phillies,Away
34.0,3.0,5.0,3.0,1.0,13.0,11.0,9.0,13.0,8.0,6.0,4.0,10.0,1.0,0,Indians,Home
40.0,8.0,13.0,8.0,4.0,10.0,20.0,9.0,5.0,3.0,2.0,1.0,13.0,1.0,1,White,Away
39.0,0.0,6.0,0.0,7.0,11.0,23.0,11.0,5.0,1.0,1.0,2.0,13.0,1.0,0,Rays,Home
36.0,1.0,5.0,1.0,2.0,13.0,10.0,11.0,6.0,0.0,0.0,7.0,11.0,0.0,1,Rockies,Away
36.0,6.0,9.0,6.0,3.0,5.0,9.0,9.0,11.0,7.0,7.0,5.0,10.0,0.0,0,Royals,Home
34.0,7.0,11.0,7.0,5.0,10.0,14.0,9.0,9.0,6.0,5.0,3.0,5.0,1.0,1,Twins,Away
28.0,4.0,5.0,4.0,6.0,7.0,11.0,9.0,7.0,1.0,1.0,1.0,11.0,0.0,1,Padres,Home
33.0,1.0,7.0,1.0,1.0,11.0,11.0,8.0,5.0,4.0,4.0,6.0,7.0,1.0,0,D-backs,Away
31.0,1.0,5.0,1.0,4.0,18.0,10.0,9.0,3.0,2.0,2.0,3.0,8.0,1.0,0,Yankees,Home
29.0,2.0,3.0,2.0,3.0,8.0,7.0,9.0,5.0,1.0,1.0,4.0,18.0,0.0,1,Tigers,Away
31.0,5.0,10.0,4.0,2.0,5.0,8.0,9.0,6.0,3.0,3.0,1.0,10.0,1.0,1,Blue,Home
31.0,3.0,6.0,3.0,1.0,10.0,5.0,8.0,10.0,5.0,4.0,2.0,5.0,2.0,0,Orioles,Away
34.0,4.0,7.0,4.0,3.0,15.0,12.0,9.0,10.0,6.0,4.0,3.0,10.0,1.0,0,Marlins,Home
38.0,6.0,10.0,6.0,3.0,10.0,15.0,9.0,7.0,4.0,4.0,3.0,15.0,0.0,1,Mets,Away
38.0,4.0,8.0,4.0,7.0,7.0,22.0,10.0,7.0,5.0,5.0,3.0,8.0,2.0,0,Pirates,Home
37.0,5.0,7.0,4.0,3.0,8.0,12.0,10.0,8.0,4.0,4.0,7.0,7.0,1.0,1,Cardinals,Away
30.0,6.0,8.0,6.0,8.0,8.0,19.0,9.0,12.0,4.0,4.0,6.0,13.0,1.0,1,Braves,Home
35.0,4.0,12.0,3.0,6.0,13.0,21.0,8.0,8.0,6.0,6.0,8.0,8.0,2.0,0,Cubs,Away
29.0,4.0,5.0,4.0,4.0,13.0,8.0,9.0,6.0,0.0,0.0,2.0,9.0,0.0,1,Rangers,Home
32.0,0.0,6.0,0.0,2.0,9.0,14.0,8.0,5.0,4.0,4.0,4.0,13.0,1.0,0,Astros,Away
32.0,3.0,5.0,3.0,5.0,7.0,18.0,9.0,9.0,6.0,5.0,2.0,7.0,1.0,0,Athletics,Home
36.0,6.0,9.0,6.0,2.0,7.0,14.0,9.0,5.0,3.0,3.0,5.0,7.0,1.0,1,Red,Away
31.0,5.0,7.0,5.0,5.0,10.0,14.0,9.0,6.0,3.0,3.0,1.0,5.0,2.0,1,Dodgers,Home
32.0,3.0,6.0,3.0,1.0,5.0,6.0,8.0,7.0,5.0,5.0,5.0,10.0,1.0,0,Giants,Away
