AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
33.0,8.0,11.0,8.0,4.0,9.0,15.0,9.0,3.0,2.0,2.0,0.0,8.0,0.0,1,Nationals,Home
28.0,2.0,3.0,2.0,0.0,8.0,1.0,8.0,11.0,8.0,8.0,4.0,9.0,2.0,0,Indians,Away
34.0,6.0,10.0,5.0,1.0,6.0,13.0,9.0,7.0,5.0,5.0,8.0,16.0,0.0,1,Pirates,Home
34.0,5.0,7.0,4.0,8.0,16.0,24.0,8.2,10.0,6.0,5.0,1.0,6.0,2.0,0,Reds,Away
50.0,5.0,11.0,4.0,6.0,14.0,24.0,15.0,17.0,4.0,4.0,0.0,13.0,1.0,1,Phillies,Home
57.0,4.0,17.0,3.0,0.0,13.0,21.0,14.1,11.0,5.0,4.0,6.0,14.0,0.0,0,Marlins,Away
31.0,2.0,4.0,2.0,2.0,11.0,8.0,9.0,10.0,6.0,5.0,4.0,12.0,2.0,0,Blue,Home
37.0,6.0,10.0,5.0,4.0,12.0,19.0,9.0,4.0,2.0,2.0,2.0,11.0,1.0,1,Rays,Away
30.0,1.0,6.0,1.0,1.0,12.0,6.0,9.0,6.0,4.0,4.0,9.0,6.0,1.0,0,Red,Home
33.0,4.0,6.0,4.0,9.0,6.0,18.0,9.0,6.0,1.0,1.0,1.0,12.0,0.0,1,Orioles,Away
31.0,4.0,9.0,4.0,4.0,7.0,18.0,9.0,9.0,2.0,2.0,1.0,11.0,0.0,1,Mets,Home
35.0,2.0,9.0,2.0,1.0,11.0,20.0,8.0,9.0,4.0,4.0,4.0,7.0,2.0,0,Braves,Away
38.0,7.0,11.0,7.0,1.0,10.0,14.0,9.0,18.0,14.0,14.0,5.0,11.0,6.0,0,Rangers,Home
42.0,14.0,18.0,14.0,5.0,11.0,20.0,9.0,11.0,7.0,6.0,1.0,10.0,3.0,1,Yankees,Away
33.0,11.0,11.0,11.0,7.0,4.0,15.0,9.0,14.0,7.0,7.0,6.0,7.0,1.0,1,Rockies,Home
38.0,7.0,14.0,7.0,6.0,7.0,26.0,8.0,11.0,11.0,11.0,7.0,4.0,3.0,0,Brewers,Away
23.0,2.0,6.0,2.0,2.0,9.0,11.0,7.0,11.0,6.0,6.0,2.0,3.0,2.0,0,Royals,Home
31.0,6.0,11.0,6.0,2.0,3.0,14.0,6.0,6.0,2.0,2.0,2.0,9.0,0.0,1,Twins,Away
36.0,2.0,8.0,2.0,5.0,12.0,21.0,9.0,10.0,8.0,8.0,7.0,13.0,2.0,0,Cardinals,Home
37.0,8.0,10.0,7.0,7.0,13.0,18.0,9.0,8.0,2.0,2.0,5.0,12.0,1.0,1,Cubs,Away
32.0,6.0,6.0,5.0,5.0,8.0,21.0,9.0,7.0,3.0,3.0,2.0,10.0,1.0,1,D-backs,Home
33.0,3.0,7.0,3.0,2.0,10.0,11.0,8.0,6.0,6.0,5.0,5.0,8.0,1.0,0,Padres,Away
28.0,0.0,3.0,0.0,1.0,7.0,6.0,9.0,4.0,4.0,4.0,6.0,9.0,2.0,0,Angels,Home
28.0,4.0,4.0,4.0,6.0,9.0,12.0,9.0,3.0,0.0,0.0,1.0,7.0,0.0,1,Astros,Away
33.0,4.0,8.0,4.0,5.0,9.0,15.0,9.0,7.0,3.0,3.0,6.0,5.0,2.0,1,Mariners,Home
33.0,3.0,7.0,3.0,6.0,5.0,18.0,8.2,8.0,4.0,4.0,5.0,9.0,0.0,0,Athletics,Away
35.0,2.0,8.0,2.0,8.0,13.0,30.0,9.0,9.0,9.0,9.0,3.0,10.0,3.0,0,Giants,Home
35.0,9.0,9.0,9.0,3.0,10.0,12.0,9.0,8.0,2.0,2.0,8.0,13.0,0.0,1,Dodgers,Away
