AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
34.0,7.0,11.0,7.0,3.0,11.0,16.0,9.0,6.0,2.0,1.0,0.0,15.0,0.0,1,Yankees,Home
33.0,2.0,6.0,2.0,0.0,15.0,8.0,8.0,11.0,7.0,7.0,3.0,11.0,1.0,0,Blue,Away
35.0,8.0,10.0,8.0,6.0,11.0,16.0,9.0,13.0,9.0,9.0,6.0,9.0,3.0,0,Cubs,Home
36.0,9.0,13.0,9.0,6.0,9.0,17.0,9.0,10.0,8.0,8.0,6.0,11.0,3.0,1,Cardinals,Away
33.0,3.0,9.0,3.0,2.0,8.0,24.0,9.0,3.0,2.0,1.0,1.0,12.0,0.0,1,Reds,Home
30.0,2.0,3.0,2.0,1.0,12.0,11.0,8.0,9.0,3.0,2.0,2.0,8.0,0.0,0,Mets,Away
36.0,3.0,11.0,3.0,1.0,8.0,15.0,9.0,17.0,5.0,5.0,1.0,9.0,1.0,0,Tigers,Home
43.0,5.0,17.0,5.0,1.0,9.0,22.0,9.0,11.0,3.0,2.0,1.0,8.0,0.0,1,White,Away
37.0,5.0,10.0,5.0,3.0,15.0,13.0,11.0,7.0,4.0,4.0,2.0,16.0,3.0,1,Rays,Home
40.0,4.0,7.0,4.0,2.0,16.0,6.0,10.0,10.0,5.0,5.0,3.0,15.0,2.0,0,Red,Away
37.0,4.0,7.0,4.0,4.0,10.0,14.0,10.0,16.0,10.0,10.0,6.0,10.0,0.0,0,Marlins,Home
45.0,10.0,16.0,10.0,6.0,10.0,27.0,10.0,7.0,4.0,4.0,4.0,10.0,0.0,1,Nationals,Away
45.0,6.0,8.0,6.0,2.0,11.0,19.0,13.0,11.0,7.0,5.0,4.0,10.0,2.0,0,Orioles,Home
50.0,7.0,11.0,6.0,4.0,10.0,21.0,13.0,8.0,6.0,6.0,2.0,11.0,1.0,1,Mariners,Away
32.0,4.0,5.0,4.0,2.0,12.0,6.0,9.0,10.0,9.0,7.0,2.0,7.0,4.0,0,Indians,Home
37.0,9.0,10.0,9.0,2.0,7.0,10.0,9.0,5.0,4.0,2.0,2.0,12.0,1.0,1,Phillies,Away
30.0,4.0,6.0,4.0,3.0,6.0,11.0,9.0,12.0,8.0,8.0,4.0,10.0,2.0,0,Astros,Home
39.0,8.0,12.0,8.0,4.0,10.0,17.0,9.0,6.0,4.0,3.0,3.0,6.0,1.0,1,Angels,Away
37.0,5.0,9.0,4.0,3.0,10.0,18.0,9.0,16.0,12.0,12.0,3.0,7.0,2.0,0,Twins,Home
40.0,12.0,16.0,12.0,3.0,7.0,12.0,9.0,9.0,5.0,4.0,3.0,10.0,1.0,1,Royals,Away
34.0,10.0,10.0,10.0,6.0,8.0,24.0,9.0,6.0,1.0,0.0,1.0,6.0,0.0,1,Brewers,Home
33.0,1.0,6.0,0.0,1.0,6.0,9.0,8.0,10.0,10.0,10.0,6.0,8.0,2.0,0,Pirates,Away
29.0,8.0,5.0,8.0,7.0,10.0,11.0,9.0,7.0,1.0,1.0,0.0,6.0,0.0,1,Braves,Home
33.0,1.0,7.0,1.0,0.0,6.0,12.0,8.0,5.0,8.0,8.0,7.0,10.0,2.0,0,Giants,Away
33.0,2.0,5.0,2.0,3.0,9.0,18.0,9.0,8.0,4.0,4.0,1.0,9.0,0.0,0,Padres,Home
34.0,4.0,8.0,4.0,1.0,9.0,9.0,9.0,5.0,2.0,1.0,3.0,9.0,1.0,1,D-backs,Away
38.0,12.0,14.0,11.0,9.0,12.0,25.0,9.0,8.0,3.0,3.0,2.0,7.0,3.0,1,Athletics,Home
33.0,3.0,8.0,3.0,2.0,7.0,14.0,8.0,14.0,12.0,12.0,9.0,12.0,2.0,0,Rangers,Away
33.0,2.0,6.0,2.0,1.0,12.0,10.0,9.0,7.0,4.0,4.0,3.0,8.0,2.0,0,Dodgers,Home
32.0,4.0,7.0,4.0,3.0,8.0,8.0,9.0,6.0,2.0,0.0,1.0,12.0,0.0,1,Rockies,Away
