AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
28.0,4.0,7.0,3.0,4.0,12.0,16.0,9.0,5.0,1.0,1.0,2.0,7.0,0.0,1,Nationals,Home
30.0,1.0,5.0,1.0,2.0,7.0,13.0,8.0,7.0,4.0,4.0,4.0,12.0,0.0,0,Phillies,Away
35.0,2.0,8.0,2.0,1.0,9.0,14.0,9.0,7.0,4.0,3.0,4.0,12.0,1.0,0,Reds,Home
31.0,4.0,7.0,3.0,4.0,12.0,9.0,9.0,8.0,2.0,2.0,1.0,9.0,0.0,1,Brewers,Away
32.0,2.0,6.0,2.0,1.0,12.0,9.0,9.0,8.0,4.0,4.0,3.0,8.0,0.0,0,Tigers,Home
34.0,4.0,8.0,4.0,3.0,8.0,15.0,9.0,6.0,2.0,2.0,1.0,12.0,0.0,1,Twins,Away
28.0,6.0,7.0,6.0,4.0,9.0,11.0,9.0,6.0,5.0,5.0,1.0,11.0,3.0,1,Nationals,Home
33.0,5.0,6.0,5.0,1.0,11.0,2.0,8.0,7.0,6.0,6.0,4.0,9.0,2.0,0,Phillies,Away
37.0,9.0,10.0,7.0,1.0,7.0,14.0,9.0,9.0,2.0,2.0,4.0,11.0,0.0,1,Pirates,Home
36.0,2.0,9.0,2.0,4.0,11.0,18.0,8.0,10.0,9.0,6.0,1.0,7.0,1.0,0,Cubs,Away
33.0,4.0,6.0,4.0,2.0,10.0,10.0,9.0,15.0,11.0,11.0,4.0,11.0,3.0,0,Blue,Home
42.0,11.0,15.0,11.0,4.0,11.0,20.0,9.0,6.0,4.0,4.0,2.0,10.0,1.0,1,Orioles,Away
41.0,5.0,9.0,5.0,4.0,9.0,18.0,11.0,11.0,4.0,4.0,3.0,15.0,1.0,1,Mets,Home
43.0,4.0,11.0,4.0,3.0,15.0,21.0,10.1,9.0,5.0,5.0,4.0,9.0,2.0,0,Marlins,Away
38.0,2.0,7.0,2.0,3.0,17.0,12.0,12.0,7.0,1.0,1.0,1.0,13.0,1.0,1,Rays,Home
43.0,1.0,7.0,1.0,1.0,13.0,15.0,11.0,7.0,2.0,2.0,3.0,17.0,2.0,0,Yankees,Away
38.0,10.0,15.0,10.0,7.0,10.0,20.0,9.0,14.0,12.0,7.0,4.0,6.0,1.0,0,Rangers,Home
39.0,12.0,14.0,10.0,4.0,6.0,17.0,9.0,15.0,10.0,10.0,7.0,10.0,1.0,1,Red,Away
33.0,0.0,6.0,0.0,1.0,14.0,12.0,9.0,12.0,11.0,11.0,6.0,11.0,4.0,0,White,Home
39.0,11.0,12.0,11.0,6.0,11.0,12.0,9.0,6.0,0.0,0.0,1.0,14.0,0.0,1,Indians,Away
34.0,9.0,12.0,8.0,2.0,6.0,18.0,9.0,11.0,6.0,5.0,3.0,7.0,2.0,1,Royals,Home
37.0,6.0,11.0,5.0,3.0,7.0,16.0,8.0,12.0,9.0,9.0,2.0,6.0,0.0,0,Braves,Away
65.0,3.0,13.0,3.0,9.0,23.0,32.0,19.0,13.0,2.0,2.0,4.0,25.0,2.0,1,D-backs,Home
69.0,2.0,13.0,2.0,4.0,25.0,27.0,18.2,13.0,3.0,3.0,9.0,23.0,1.0,0,Cardinals,Away
53.0,5.0,8.0,5.0,6.0,15.0,15.0,16.0,12.0,8.0,8.0,11.0,20.0,5.0,0,Giants,Home
58.0,8.0,12.0,8.0,11.0,20.0,30.0,16.0,8.0,5.0,5.0,6.0,15.0,3.0,1,Rockies,Away
32.0,3.0,10.0,3.0,1.0,9.0,19.0,9.0,6.0,2.0,2.0,1.0,7.0,1.0,1,Angels,Home
32.0,2.0,6.0,2.0,1.0,7.0,10.0,8.0,10.0,3.0,3.0,1.0,9.0,0.0,0,Athletics,Away
32.0,3.0,5.0,2.0,4.0,12.0,10.0,9.0,7.0,6.0,6.0,5.0,8.0,2.0,0,Padres,Home
33.0,6.0,7.0,6.0,5.0,8.0,13.0,9.0,5.0,3.0,3.0,4.0,12.0,0.0,1,Dodgers,Away
31.0,0.0,4.0,0.0,1.0,18.0,12.0,9.0,5.0,3.0,3.0,5.0,5.0,1.0,0,Mariners,Home
31.0,3.0,5.0,3.0,5.0,5.0,14.0,9.0,4.0,0.0,0.0,1.0,18.0,0.0,1,Astros,Away
