AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
37.0,3.0,10.0,3.0,2.0,10.0,17.0,9.0,13.0,5.0,5.0,3.0,7.0,2.0,0,Tigers,Home
36.0,5.0,13.0,5.0,3.0,7.0,21.0,9.0,10.0,3.0,3.0,2.0,10.0,1.0,1,White,Away
36.0,4.0,11.0,4.0,2.0,5.0,15.0,9.0,11.0,9.0,9.0,7.0,6.0,6.0,0,Orioles,Home
37.0,9.0,11.0,9.0,7.0,6.0,20.0,9.0,11.0,4.0,4.0,2.0,5.0,1.0,1,Yankees,Away
35.0,3.0,10.0,3.0,1.0,5.0,13.0,9.0,7.0,4.0,3.0,3.0,12.0,0.0,0,Pirates,Home
32.0,4.0,7.0,2.0,3.0,12.0,14.0,9.0,10.0,3.0,3.0,1.0,5.0,1.0,1,Brewers,Away
36.0,2.0,9.0,2.0,1.0,5.0,14.0,9.0,7.0,6.0,6.0,4.0,8.0,3.0,0,Red,Home
31.0,6.0,7.0,6.0,4.0,8.0,6.0,9.0,9.0,2.0,2.0,1.0,5.0,0.0,1,Royals,Away
36.0,8.0,13.0,8.0,2.0,6.0,15.0,9.0,7.0,4.0,4.0,5.0,11.0,2.0,1,Reds,Home
32.0,4.0,7.0,4.0,5.0,11.0,15.0,8.0,13.0,8.0,8.0,2.0,6.0,5.0,0,Angels,Away
39.0,10.0,16.0,9.0,3.0,8.0,20.0,9.0,14.0,6.0,6.0,3.0,10.0,0.0,1,Tigers,Home
39.0,6.0,14.0,6.0,3.0,10.0,20.0,8.0,16.0,10.0,9.0,3.0,8.0,1.0,0,White,Away
31.0,5.0,8.0,5.0,3.0,8.0,10.0,9.0,9.0,0.0,0.0,1.0,5.0,0.0,1,Mets,Home
33.0,0.0,9.0,0.0,1.0,5.0,27.0,8.0,8.0,5.0,5.0,3.0,8.0,2.0,0,Marlins,Away
42.0,7.0,12.0,6.0,4.0,10.0,19.0,10.0,8.0,6.0,4.0,2.0,17.0,2.0,1,Rays,Home
39.0,6.0,8.0,4.0,2.0,17.0,8.0,9.2,12.0,7.0,7.0,4.0,10.0,3.0,0,Blue,Away
37.0,4.0,11.0,4.0,3.0,6.0,18.0,9.0,13.0,11.0,9.0,4.0,12.0,2.0,0,Cubs,Home
39.0,11.0,13.0,10.0,4.0,12.0,20.0,9.0,11.0,4.0,4.0,3.0,6.0,1.0,1,Athletics,Away
37.0,11.0,13.0,11.0,2.0,6.0,13.0,9.0,7.0,6.0,3.0,4.0,4.0,2.0,1,Astros,Home
33.0,6.0,7.0,6.0,4.0,4.0,18.0,8.0,13.0,11.0,11.0,2.0,6.0,4.0,0,Rockies,Away
37.0,7.0,10.0,7.0,4.0,11.0,9.0,9.0,16.0,12.0,12.0,4.0,13.0,2.0,0,Twins,Home
43.0,12.0,16.0,11.0,4.0,13.0,15.0,9.0,10.0,7.0,7.0,4.0,11.0,4.0,1,Braves,Away
34.0,8.0,12.0,8.0,4.0,9.0,13.0,9.0,15.0,4.0,3.0,1.0,7.0,1.0,1,D-backs,Home
42.0,4.0,15.0,3.0,1.0,7.0,26.0,8.0,12.0,8.0,8.0,4.0,9.0,3.0,0,Phillies,Away
35.0,3.0,8.0,3.0,1.0,7.0,13.0,9.0,8.0,5.0,5.0,3.0,5.0,2.0,0,Giants,Home
32.0,5.0,8.0,5.0,3.0,5.0,13.0,9.0,8.0,3.0,2.0,1.0,7.0,0.0,1,Nationals,Away
31.0,3.0,7.0,3.0,2.0,8.0,12.0,9.0,7.0,1.0,1.0,2.0,11.0,0.0,1,Dodgers,Home
34.0,1.0,7.0,1.0,2.0,11.0,18.0,8.0,7.0,3.0,3.0,2.0,8.0,0.0,0,Cardinals,Away
32.0,4.0,6.0,3.0,5.0,15.0,14.0,9.0,9.0,9.0,9.0,2.0,9.0,3.0,0,Mariners,Home
35.0,9.0,9.0,9.0,2.0,9.0,6.0,9.0,6.0,4.0,4.0,5.0,15.0,1.0,1,Padres,Away
