AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
30.0,5.0,7.0,4.0,3.0,6.0,13.0,9.0,8.0,3.0,3.0,3.0,9.0,0.0,1,Orioles,Home
35.0,3.0,8.0,3.0,3.0,9.0,17.0,8.0,7.0,5.0,3.0,3.0,6.0,2.0,0,Tigers,Away
30.0,2.0,5.0,2.0,3.0,5.0,8.0,9.0,9.0,3.0,1.0,2.0,9.0,0.0,0,Nationals,Home
35.0,3.0,9.0,3.0,2.0,9.0,20.0,9.0,5.0,2.0,2.0,3.0,5.0,0.0,1,Marlins,Away
31.0,5.0,7.0,4.0,4.0,12.0,10.0,9.0,6.0,2.0,2.0,1.0,11.0,0.0,1,Yankees,Home
32.0,2.0,6.0,2.0,1.0,11.0,9.0,8.0,7.0,5.0,4.0,4.0,12.0,3.0,0,Padres,Away
34.0,5.0,12.0,5.0,5.0,9.0,19.0,9.0,12.0,8.0,6.0,4.0,9.0,2.0,0,Reds,Home
37.0,8.0,12.0,8.0,4.0,9.0,21.0,9.0,12.0,5.0,5.0,5.0,9.0,0.0,1,Pirates,Away
37.0,8.0,14.0,7.0,3.0,8.0,19.0,9.0,4.0,3.0,3.0,5.0,11.0,2.0,1,Rays,Home
30.0,3.0,4.0,3.0,5.0,11.0,13.0,8.0,14.0,8.0,7.0,3.0,8.0,1.0,0,Blue,Away
33.0,6.0,10.0,6.0,4.0,6.0,12.0,9.0,9.0,5.0,5.0,2.0,17.0,3.0,1,Astros,Home
36.0,5.0,9.0,5.0,2.0,17.0,13.0,8.0,10.0,6.0,6.0,4.0,6.0,0.0,0,Cubs,Away
29.0,2.0,7.0,2.0,5.0,8.0,12.0,9.0,7.0,1.0,1.0,0.0,4.0,0.0,1,White,Home
32.0,1.0,7.0,1.0,0.0,4.0,7.0,8.1,7.0,2.0,2.0,5.0,8.0,0.0,0,Royals,Away
38.0,4.0,8.0,4.0,8.0,8.0,17.0,11.0,9.0,3.0,3.0,3.0,6.0,1.0,1,Rockies,Home
40.0,3.0,9.0,3.0,3.0,6.0,15.0,10.1,8.0,4.0,4.0,8.0,8.0,1.0,0,D-backs,Away
37.0,12.0,13.0,11.0,4.0,10.0,14.0,9.0,9.0,5.0,3.0,4.0,5.0,0.0,1,Red,Home
35.0,5.0,9.0,5.0,4.0,5.0,21.0,8.0,13.0,12.0,11.0,4.0,10.0,3.0,0,Indians,Away
33.0,8.0,10.0,8.0,2.0,7.0,7.0,9.0,9.0,5.0,5.0,2.0,7.0,1.0,1,Athletics,Home
33.0,5.0,9.0,5.0,2.0,7.0,15.0,8.0,10.0,8.0,8.0,2.0,7.0,3.0,0,Angels,Away
33.0,8.0,10.0,8.0,2.0,11.0,9.0,9.0,8.0,1.0,1.0,2.0,8.0,0.0,1,Reds,Home
34.0,1.0,8.0,1.0,2.0,8.0,17.0,8.0,10.0,8.0,8.0,2.0,11.0,3.0,0,Pirates,Away
36.0,4.0,10.0,4.0,4.0,13.0,17.0,9.0,6.0,5.0,5.0,2.0,10.0,1.0,0,Twins,Home
31.0,5.0,6.0,5.0,2.0,10.0,6.0,9.0,10.0,4.0,4.0,4.0,13.0,1.0,1,Brewers,Away
40.0,9.0,17.0,9.0,2.0,3.0,20.0,9.0,15.0,5.0,5.0,2.0,9.0,2.0,1,Dodgers,Home
40.0,5.0,15.0,5.0,2.0,9.0,20.0,8.0,17.0,9.0,9.0,2.0,3.0,3.0,0,Mets,Away
33.0,6.0,9.0,5.0,6.0,14.0,21.0,9.0,6.0,2.0,2.0,1.0,12.0,1.0,1,Mariners,Home
33.0,2.0,6.0,2.0,1.0,12.0,8.0,8.0,9.0,6.0,6.0,6.0,14.0,1.0,0,Rangers,Away
