AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
34.0,4.0,8.0,4.0,2.0,7.0,15.0,9.0,17.0,14.0,7.0,2.0,8.0,3.0,0,Twins,Home
45.0,14.0,17.0,11.0,2.0,8.0,18.0,9.0,8.0,4.0,4.0,2.0,7.0,2.0,1,Mets,Away
31.0,6.0,7.0,6.0,3.0,10.0,10.0,9.0,11.0,5.0,5.0,2.0,9.0,1.0,1,Cardinals,Home
37.0,5.0,11.0,5.0,2.0,9.0,16.0,8.0,7.0,6.0,6.0,3.0,10.0,2.0,0,Pirates,Away
30.0,5.0,7.0,5.0,2.0,7.0,7.0,9.0,6.0,4.0,2.0,7.0,8.0,1.0,1,Brewers,Home
34.0,4.0,6.0,4.0,7.0,8.0,18.0,8.0,7.0,5.0,4.0,2.0,7.0,2.0,0,Braves,Away
30.0,5.0,6.0,5.0,2.0,10.0,6.0,9.0,7.0,2.0,2.0,0.0,9.0,0.0,1,Cubs,Home
32.0,2.0,7.0,2.0,0.0,9.0,14.0,8.0,6.0,5.0,5.0,2.0,10.0,2.0,0,Reds,Away
37.0,8.0,11.0,8.0,3.0,5.0,13.0,9.0,18.0,11.0,9.0,3.0,8.0,2.0,0,Rockies,Home
44.0,11.0,18.0,10.0,3.0,8.0,21.0,9.0,11.0,8.0,8.0,3.0,5.0,2.0,1,Giants,Away
33.0,10.0,10.0,10.0,4.0,4.0,6.0,9.0,8.0,2.0,2.0,2.0,9.0,0.0,1,Athletics,Home
34.0,2.0,8.0,2.0,2.0,9.0,16.0,8.0,10.0,10.0,10.0,4.0,4.0,6.0,0,Mariners,Away
33.0,9.0,15.0,9.0,2.0,3.0,9.0,9.0,5.0,2.0,2.0,3.0,3.0,0.0,1,Orioles,Home
31.0,2.0,5.0,2.0,3.0,3.0,10.0,8.0,15.0,9.0,9.0,2.0,3.0,2.0,0,Nationals,Away
30.0,2.0,2.0,2.0,6.0,10.0,15.0,9.0,7.0,7.0,7.0,10.0,13.0,2.0,0,Phillies,Home
33.0,7.0,7.0,7.0,10.0,13.0,19.0,9.0,2.0,2.0,0.0,6.0,10.0,0.0,1,Dodgers,Away
36.0,5.0,14.0,5.0,3.0,6.0,21.0,9.0,5.0,4.0,4.0,7.0,10.0,3.0,1,Red,Home
32.0,4.0,5.0,4.0,7.0,10.0,24.0,8.0,14.0,5.0,5.0,3.0,6.0,1.0,0,Blue,Away
34.0,7.0,12.0,7.0,2.0,3.0,12.0,9.0,7.0,2.0,2.0,2.0,17.0,1.0,1,Indians,Home
34.0,2.0,7.0,2.0,2.0,17.0,15.0,8.0,12.0,7.0,7.0,2.0,3.0,1.0,0,Tigers,Away
32.0,2.0,3.0,2.0,1.0,12.0,10.0,9.0,9.0,3.0,3.0,5.0,9.0,1.0,0,Marlins,Home
32.0,3.0,9.0,3.0,5.0,9.0,16.0,9.0,3.0,2.0,1.0,1.0,12.0,1.0,1,Padres,Away
34.0,4.0,7.0,4.0,1.0,14.0,6.0,9.0,21.0,19.0,18.0,8.0,9.0,5.0,0,Rangers,Home
47.0,19.0,21.0,19.0,8.0,9.0,25.0,9.0,7.0,4.0,4.0,1.0,14.0,3.0,1,D-backs,Away
31.0,7.0,12.0,7.0,7.0,4.0,13.0,9.0,10.0,5.0,5.0,1.0,11.0,2.0,1,Royals,Home
34.0,5.0,10.0,5.0,1.0,11.0,11.0,8.0,12.0,7.0,7.0,7.0,4.0,0.0,0,White,Away
35.0,2.0,9.0,2.0,2.0,14.0,12.0,9.0,12.0,11.0,11.0,2.0,6.0,2.0,0,Angels,Home
39.0,11.0,12.0,10.0,2.0,6.0,11.0,9.0,9.0,2.0,2.0,2.0,14.0,1.0,1,Astros,Away
