AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
32.0,5.0,8.0,5.0,2.0,9.0,10.0,9.0,10.0,2.0,1.0,4.0,6.0,1.0,1,Nationals,Home
38.0,2.0,10.0,2.0,4.0,6.0,28.0,8.0,8.0,5.0,5.0,2.0,9.0,2.0,0,Marlins,Away
33.0,4.0,6.0,4.0,4.0,7.0,12.0,9.0,12.0,8.0,6.0,5.0,5.0,2.0,0,Royals,Home
34.0,8.0,12.0,7.0,5.0,5.0,18.0,9.0,6.0,4.0,3.0,4.0,7.0,1.0,1,Indians,Away
30.0,1.0,8.0,1.0,1.0,8.0,16.0,9.0,2.0,0.0,0.0,1.0,10.0,0.0,1,Reds,Home
29.0,0.0,2.0,0.0,1.0,10.0,9.0,8.0,8.0,1.0,1.0,1.0,8.0,0.0,0,Brewers,Away
39.0,5.0,13.0,5.0,1.0,16.0,23.0,9.0,15.0,11.0,9.0,0.0,7.0,3.0,0,White,Home
43.0,11.0,15.0,11.0,0.0,7.0,14.0,9.0,13.0,5.0,5.0,1.0,16.0,2.0,1,Tigers,Away
31.0,3.0,6.0,3.0,1.0,7.0,10.0,9.0,15.0,11.0,11.0,2.0,13.0,4.0,0,Pirates,Home
41.0,11.0,15.0,11.0,2.0,13.0,11.0,9.0,6.0,3.0,3.0,1.0,7.0,0.0,1,Cubs,Away
35.0,7.0,12.0,6.0,3.0,6.0,20.0,9.0,11.0,2.0,1.0,3.0,8.0,0.0,1,Athletics,Home
36.0,2.0,11.0,2.0,3.0,8.0,21.0,8.0,12.0,7.0,7.0,3.0,6.0,2.0,0,Twins,Away
33.0,4.0,10.0,4.0,3.0,6.0,18.0,9.0,10.0,5.0,5.0,3.0,8.0,2.0,0,Mariners,Home
34.0,5.0,10.0,5.0,3.0,8.0,11.0,9.0,10.0,4.0,4.0,3.0,6.0,2.0,1,Cardinals,Away
38.0,4.0,8.0,3.0,8.0,11.0,19.0,10.0,8.0,8.0,8.0,4.0,12.0,2.0,0,Rays,Home
37.0,8.0,8.0,8.0,4.0,12.0,11.0,10.0,8.0,4.0,3.0,8.0,11.0,0.0,1,Yankees,Away
38.0,7.0,11.0,7.0,5.0,7.0,18.0,9.0,8.0,8.0,8.0,4.0,7.0,3.0,0,Blue,Home
35.0,8.0,8.0,8.0,4.0,7.0,10.0,9.0,11.0,7.0,7.0,5.0,7.0,3.0,1,Red,Away
34.0,12.0,12.0,11.0,5.0,10.0,8.0,9.0,12.0,6.0,6.0,4.0,9.0,1.0,1,Braves,Home
37.0,6.0,12.0,6.0,4.0,9.0,19.0,8.0,12.0,12.0,11.0,5.0,10.0,5.0,0,Phillies,Away
37.0,9.0,14.0,9.0,5.0,12.0,20.0,9.0,10.0,3.0,3.0,2.0,6.0,1.0,1,Rangers,Home
37.0,3.0,10.0,3.0,2.0,6.0,14.0,8.0,14.0,9.0,9.0,5.0,12.0,2.0,0,Angels,Away
28.0,5.0,6.0,5.0,2.0,11.0,9.0,9.0,5.0,1.0,0.0,3.0,12.0,0.0,1,Dodgers,Home
31.0,1.0,5.0,1.0,3.0,12.0,11.0,8.0,6.0,5.0,4.0,2.0,11.0,2.0,0,Padres,Away
