AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
31.0,3.0,7.0,3.0,5.0,6.0,17.0,9.0,10.0,5.0,5.0,1.0,8.0,4.0,0,Phillies,Home
35.0,5.0,10.0,5.0,1.0,8.0,10.0,9.0,7.0,3.0,3.0,5.0,6.0,0.0,1,Cardinals,Away
31.0,1.0,7.0,1.0,4.0,6.0,14.0,9.0,6.0,3.0,3.0,8.0,5.0,0.0,0,Marlins,Home
30.0,3.0,6.0,3.0,8.0,5.0,19.0,9.0,7.0,1.0,1.0,4.0,6.0,0.0,1,Giants,Away
44.0,11.0,18.0,11.0,4.0,11.0,12.0,10.0,16.0,10.0,10.0,2.0,12.0,3.0,1,Rockies,Home
43.0,10.0,16.0,9.0,2.0,12.0,16.0,9.2,18.0,11.0,11.0,4.0,11.0,3.0,0,D-backs,Away
37.0,5.0,10.0,5.0,2.0,10.0,21.0,9.0,18.0,11.0,11.0,6.0,7.0,4.0,0,Pirates,Home
44.0,11.0,18.0,11.0,6.0,7.0,23.0,9.0,10.0,5.0,5.0,2.0,10.0,1.0,1,Brewers,Away
39.0,14.0,16.0,14.0,3.0,6.0,8.0,9.0,7.0,3.0,3.0,0.0,8.0,0.0,1,Rays,Home
33.0,3.0,7.0,3.0,0.0,8.0,6.0,8.0,16.0,14.0,14.0,3.0,6.0,1.0,0,Twins,Away
31.0,2.0,5.0,2.0,3.0,12.0,9.0,9.0,10.0,4.0,4.0,2.0,16.0,2.0,0,Rangers,Home
36.0,4.0,10.0,4.0,2.0,16.0,14.0,9.0,5.0,2.0,2.0,3.0,12.0,2.0,1,Royals,Away
37.0,10.0,15.0,8.0,1.0,7.0,15.0,9.0,6.0,4.0,3.0,5.0,5.0,1.0,1,White,Home
32.0,4.0,6.0,3.0,5.0,5.0,16.0,8.0,15.0,10.0,10.0,1.0,7.0,2.0,0,Indians,Away
31.0,2.0,9.0,2.0,3.0,7.0,17.0,9.0,4.0,0.0,0.0,1.0,9.0,0.0,1,Dodgers,Home
31.0,0.0,4.0,0.0,1.0,9.0,12.0,8.0,9.0,2.0,2.0,3.0,7.0,0.0,0,Mets,Away
30.0,3.0,4.0,3.0,4.0,11.0,13.0,9.0,15.0,9.0,8.0,6.0,6.0,2.0,0,Mariners,Home
39.0,9.0,15.0,9.0,6.0,6.0,28.0,9.0,4.0,3.0,3.0,4.0,11.0,1.0,1,Angels,Away
