AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
33.0,3.0,5.0,1.0,3.0,6.0,13.0,9.0,15.0,15.0,15.0,9.0,3.0,7.0,0,Orioles,Home
40.0,15.0,15.0,15.0,9.0,3.0,19.0,9.0,5.0,3.0,3.0,3.0,6.0,0.0,1,Yankees,Away
28.0,2.0,4.0,2.0,4.0,7.0,10.0,9.0,7.0,1.0,1.0,0.0,7.0,1.0,1,Phillies,Home
33.0,1.0,7.0,1.0,0.0,7.0,9.0,8.0,4.0,2.0,2.0,4.0,7.0,1.0,0,Twins,Away
30.0,3.0,6.0,3.0,1.0,9.0,8.0,9.0,3.0,1.0,1.0,2.0,16.0,0.0,1,Indians,Home
29.0,1.0,3.0,1.0,2.0,16.0,9.0,8.0,6.0,3.0,3.0,1.0,9.0,0.0,0,Blue,Away
28.0,3.0,5.0,2.0,4.0,7.0,13.0,9.0,7.0,1.0,1.0,2.0,10.0,0.0,1,Tigers,Home
31.0,1.0,7.0,1.0,2.0,10.0,8.0,8.0,5.0,3.0,3.0,4.0,7.0,0.0,0,Royals,Away
36.0,9.0,11.0,9.0,2.0,11.0,20.0,9.0,8.0,12.0,12.0,12.0,9.0,1.0,0,Mets,Home
32.0,12.0,8.0,11.0,12.0,9.0,15.0,9.0,11.0,9.0,9.0,2.0,11.0,2.0,1,Nationals,Away
29.0,4.0,7.0,4.0,3.0,8.0,8.0,9.0,7.0,3.0,3.0,2.0,4.0,1.0,1,Braves,Home
33.0,3.0,7.0,3.0,2.0,4.0,14.0,8.0,7.0,4.0,4.0,3.0,8.0,2.0,0,Marlins,Away
34.0,7.0,12.0,7.0,3.0,9.0,12.0,9.0,7.0,5.0,5.0,2.0,10.0,3.0,1,Pirates,Home
34.0,5.0,7.0,5.0,2.0,10.0,9.0,8.0,12.0,7.0,7.0,3.0,9.0,2.0,0,Reds,Away
38.0,9.0,14.0,9.0,8.0,8.0,22.0,9.0,11.0,8.0,8.0,2.0,5.0,3.0,1,Astros,Home
37.0,8.0,11.0,8.0,2.0,5.0,10.0,8.2,14.0,9.0,9.0,8.0,8.0,2.0,0,Athletics,Away
38.0,5.0,10.0,5.0,3.0,9.0,18.0,9.0,12.0,12.0,12.0,4.0,9.0,3.0,0,White,Home
39.0,12.0,12.0,12.0,4.0,9.0,14.0,9.0,10.0,5.0,5.0,3.0,9.0,1.0,1,Mariners,Away
34.0,4.0,10.0,4.0,4.0,10.0,21.0,9.0,6.0,2.0,0.0,3.0,5.0,1.0,1,Brewers,Home
33.0,2.0,6.0,2.0,3.0,5.0,17.0,8.0,10.0,4.0,4.0,4.0,10.0,1.0,0,Cubs,Away
32.0,4.0,10.0,4.0,3.0,6.0,18.0,9.0,6.0,1.0,1.0,2.0,12.0,0.0,1,Cardinals,Home
32.0,1.0,6.0,1.0,2.0,12.0,15.0,8.0,10.0,4.0,3.0,3.0,6.0,0.0,0,Padres,Away
30.0,0.0,5.0,0.0,2.0,12.0,10.0,9.0,10.0,3.0,3.0,3.0,10.0,1.0,0,Giants,Home
36.0,3.0,10.0,2.0,3.0,10.0,22.0,9.0,5.0,0.0,0.0,2.0,12.0,0.0,1,Rays,Away
32.0,7.0,9.0,7.0,6.0,5.0,25.0,9.0,6.0,2.0,2.0,5.0,7.0,1.0,1,Angels,Home
29.0,2.0,6.0,2.0,5.0,7.0,22.0,8.0,9.0,7.0,7.0,6.0,5.0,2.0,0,Rangers,Away
29.0,0.0,3.0,0.0,1.0,8.0,6.0,9.0,5.0,1.0,1.0,2.0,10.0,1.0,0,D-backs,Home
31.0,1.0,5.0,1.0,2.0,10.0,9.0,9.0,3.0,0.0,0.0,1.0,8.0,0.0,1,Red,Away
34.0,6.0,10.0,6.0,5.0,8.0,19.0,9.0,12.0,12.0,10.0,10.0,4.0,2.0,0,Rockies,Home
35.0,12.0,12.0,9.0,10.0,4.0,19.0,9.0,10.0,6.0,6.0,5.0,8.0,0.0,1,Dodgers,Away
