AB,R,H,RBI,BB,SO,LOB,IP,H,R,ER,BB,SO,HR,W,Team,Home or Away
37.0,5.0,10.0,5.0,2.0,12.0,15.0,9.0,13.0,8.0,8.0,3.0,14.0,1.0,0,Padres,Home
40.0,8.0,13.0,8.0,3.0,14.0,18.0,9.0,10.0,5.0,4.0,2.0,12.0,2.0,1,Orioles,Away
38.0,8.0,12.0,8.0,5.0,7.0,16.0,9.0,14.0,11.0,10.0,5.0,8.0,3.0,0,Nationals,Home
42.0,11.0,14.0,10.0,5.0,8.0,20.0,9.0,12.0,8.0,8.0,5.0,7.0,3.0,1,Braves,Away
35.0,4.0,11.0,4.0,3.0,10.0,20.0,9.0,6.0,2.0,2.0,1.0,8.0,2.0,1,Phillies,Home
30.0,2.0,6.0,2.0,1.0,8.0,6.0,8.0,11.0,4.0,4.0,3.0,10.0,1.0,0,Giants,Away
32.0,2.0,5.0,2.0,3.0,9.0,10.0,9.0,11.0,4.0,4.0,1.0,2.0,2.0,0,Yankees,Home
36.0,4.0,11.0,4.0,1.0,2.0,14.0,9.0,5.0,2.0,1.0,3.0,9.0,1.0,1,D-backs,Away
39.0,5.0,13.0,5.0,4.0,6.0,24.0,9.0,12.0,6.0,6.0,5.0,15.0,2.0,0,Red,Home
39.0,6.0,12.0,6.0,5.0,15.0,22.0,9.0,13.0,5.0,5.0,4.0,6.0,1.0,1,Rays,Away
36.0,4.0,8.0,4.0,2.0,10.0,15.0,9.0,12.0,11.0,11.0,5.0,7.0,3.0,0,Reds,Home
38.0,11.0,12.0,11.0,5.0,7.0,14.0,9.0,8.0,4.0,3.0,2.0,10.0,2.0,1,Pirates,Away
29.0,0.0,2.0,0.0,0.0,15.0,6.0,9.0,9.0,2.0,2.0,1.0,10.0,1.0,0,Indians,Home
34.0,2.0,9.0,2.0,1.0,10.0,13.0,9.0,2.0,0.0,0.0,0.0,15.0,0.0,1,Astros,Away
31.0,1.0,4.0,1.0,1.0,9.0,5.0,9.0,4.0,2.0,2.0,5.0,11.0,1.0,0,Marlins,Home
29.0,2.0,4.0,2.0,5.0,11.0,14.0,9.0,4.0,1.0,1.0,1.0,9.0,0.0,1,Twins,Away
39.0,5.0,14.0,5.0,0.0,4.0,16.0,9.0,13.0,8.0,6.0,4.0,11.0,2.0,0,Rangers,Home
42.0,8.0,13.0,8.0,4.0,11.0,28.0,9.0,14.0,5.0,3.0,0.0,4.0,1.0,1,Mariners,Away
37.0,2.0,6.0,1.0,3.0,15.0,18.0,11.0,12.0,5.0,5.0,4.0,8.0,2.0,0,White,Home
43.0,5.0,12.0,5.0,4.0,8.0,22.0,11.0,6.0,2.0,1.0,3.0,15.0,0.0,1,Mets,Away
38.0,2.0,11.0,2.0,5.0,6.0,28.0,9.0,10.0,9.0,4.0,5.0,6.0,1.0,0,Royals,Home
38.0,9.0,10.0,8.0,5.0,6.0,18.0,9.0,11.0,2.0,2.0,5.0,6.0,0.0,1,Blue,Away
31.0,2.0,7.0,1.0,0.0,11.0,10.0,9.0,6.0,1.0,1.0,6.0,10.0,0.0,1,Cardinals,Home
31.0,1.0,6.0,1.0,6.0,10.0,15.0,8.0,7.0,2.0,2.0,0.0,11.0,1.0,0,Cubs,Away
35.0,4.0,10.0,4.0,2.0,8.0,10.0,9.0,9.0,9.0,8.0,5.0,9.0,4.0,0,Rockies,Home
35.0,9.0,9.0,8.0,5.0,9.0,13.0,9.0,10.0,4.0,3.0,2.0,8.0,0.0,1,Dodgers,Away
36.0,6.0,12.0,6.0,2.0,6.0,19.0,9.0,8.0,1.0,1.0,2.0,12.0,0.0,1,Angels,Home
36.0,1.0,8.0,1.0,2.0,12.0,21.0,8.0,12.0,6.0,4.0,2.0,6.0,1.0,0,Tigers,Away
35.0,3.0,7.0,3.0,3.0,11.0,20.0,10.0,7.0,2.0,2.0,2.0,13.0,1.0,1,Athletics,Home
36.0,2.0,7.0,2.0,2.0,13.0,13.0,9.1,7.0,3.0,3.0,3.0,11.0,2.0,0,Brewers,Away
